,Glutarylcarnitine (c5-dc),Trigonelline,Nicotinamide,Methylthioadenosine,Alpha-aminoadipate,Creatine,Creatinine,Glutamine,4-imidazoleacetate,Glycine,Aspartate,S-adenosylmethionine,Tyrosine,Malonylcarnitine (c3:dc),Isovalerylcarnitine (c5/ic5),Arginine,Phenylacetaldehyde,Kynurenate,Serine,NAD,Dihydrouracil,Diethanolamine,N-acetylphenylalanine,Methionine,Pipecolic acid,Metanephrine,Guanine,Histidine,Gamma-aminobutyrate,Hexanoylcarnitine (c6),Sebacoyl-l-carnitine (c10-dc),Dethiobiotin,Adenosine,Cyclic gmp,"1,3-diaminopropane",Isoleucine,"Adenosine 3',5'-cyclic phosphate",Deoxycarnitine (deoxy-c0),N-alpha-acetyllysine,Nicotinate,Stearoylcarnitine (c18),Beta-alanine,Trimethylamine,Inosine,Citrulline,Leucine,Tyramine,Asparagine,Hexanoate,S-adenosylhomocysteine,Phenylalanine,Threonine,Glutamate,Methylguanidine,N-acetylleucine,Proline,2-aminoisobutyrate,Alpha-aminobutyrate,Lysine,Ethanolamine,Oxoproline,Hypoxanthine,Putrescine,Valine,N-acetylputrescine,4-acetamidobutanoate,Thymine,Ophthalmate,N-acetylserine,Xanthine,Alanine,Isocitrate,Trans-aconitate,Cis-aconitate,Uridine diphosphate hexose,Cdp-ethanolamine,Gluconate,Fructose-6-phosphate,Aicar,O-acetylserine,Ureidopropionate,Lactate,2-hydroxybutyrate,Thiamine monophosphate,Uridine monophosphate,3-hydroxyphenylacetate,Adipate,Methylglutarate,Malate,3-hydroxyglutaric acid,Glycerol,2-hydroxyglutaric acid,Anthranilate,Quinate,Guanidinosuccinate/n-acetylaspartate,O-succinyl-homoserine,Diaminopimelate,Hydroxyphenyllactate,cAMP,Glycerol 3-phosphate,Pyruvate,3-(4-hydroxyphenyl)pyruvate,Xanthosine,3-hydroxybutyrate,Glutarate,Pantothenate,Alpha-glucose (cl adduct),N-acetylalanine,P-hydroxyphenylacetate,N-acetylglutamate,Succinate,Homoserine,Urocanate,3-hydroxyanthranilate,Gluconolactone,Hexoses,Allantoin,Orotate,"2,5-dihydroxybenzoate",Dihydroorotate,Uracil,Salicylate,Timepoint,Hours,Carbon source,Bioreactor
SM_MPTA_112023_29_Galactose-T6_M2_2,-1.132985268644025,0.3680932122981178,-0.35363711077993154,-1.4438218243425307,,-0.8328959423728601,,-0.7378262266251752,-0.7136592276457197,,-0.5349357763657039,-1.2101249422490206,,-0.6813819553077569,-0.793765534808519,-0.5098115166812541,-0.6274224339547211,-0.8461114973372933,-1.1672160981133741,-1.0831824596489295,-0.315412822084261,-0.5236096501966213,-1.1607693425106398,,-0.49759658318793454,-0.9428959585152545,,-0.4159358137089277,-0.6603366449051349,-1.4998498398165503,-1.5041953999000712,-1.0808549621599532,-1.0322955264422344,-0.6614102296814637,-0.8688660662392226,,-0.723574118784664,-0.8842585733126715,-0.502289875623781,,-0.8840799543498159,-0.9520397671880055,-0.00374382014423987,-0.36811892589197304,-0.8865991648047516,,-1.2715857048473795,-0.49715706421643147,0.21158020053189655,-0.9571742904400233,-0.38631071340552825,-1.0369807862765765,-0.6366419243335051,-0.48009691042423835,-0.7644118952558753,-0.6775054163370209,,,,-0.7659885794807602,-0.7963746508073247,-0.8565550769624496,-1.0400064244315792,,-0.9003635800418553,-0.7799959573279891,-0.9323283072388712,-0.47293275159575543,-1.1609977958089206,-0.9025087400398355,,,-1.2508454789663088,-1.0547642001735507,1.7480215522170137,1.0471883728864642,0.489176631694684,-0.9991815290053914,-1.0461302583251348,1.502369172771618,-0.6184128662979108,-0.6180473794578059,-0.7597382940187521,,-0.4981005049826427,-1.0912062536055605,-0.14522256751501936,-0.9764646802854163,-0.584397878076081,-0.9360140204387496,0.09486165322328244,-0.8402353614797823,-1.020289677781248,-1.088715947112794,-0.7470806069574635,-0.9031400164014803,-1.0460012009721171,-0.9596500411543206,-1.2391418306989472,-0.8458362369313647,,-1.22675719530132,-1.2645308530249262,-1.0492959910956765,,-1.1583675207411208,1.415756483177951,,,-0.9092417919159401,,,-0.8210373977704848,-1.345110715629267,-0.6510563680868733,1.0282097387516607,-1.2243169273908978,-1.3754351331854813,-1.1190841987215903,-1.2581269327750992,-0.800715322623476,-0.953158345624713,1,6.0,Galactose,REL02
SM_MPTA_112023_108_L-alanine-T22_M11_36,0.23695604960192357,1.329030318308192,1.8844828210135947,2.300383041536124,0.6403415685104382,-0.37257460940553105,-0.1336057951016514,-0.39785437694973663,2.4239866508239145,,-0.42706764275864983,2.2068797694818767,2.0876356709249912,-0.4814245201221917,1.6030189605793677,1.0184348346665477,2.767722114464241,2.416047342529253,1.1957255773449806,-0.6987946928851104,2.641555116427666,2.3227685509449683,1.269830167963448,3.8375623126126186,1.3133940479591986,1.7992016305691478,0.32248951845463325,3.792976592222402,-0.6833750062826708,-0.3497483025904746,0.425170138316539,0.5428521752438048,1.4899514948480432,-0.5305043079598365,1.3040728420402865,2.9810780612884553,1.1194832481113193,0.7018739679595982,0.01443377336228673,2.2445048122058138,1.4523636308786692,-0.8168160686971818,1.9471266507673302,0.7581653378055033,0.75376786256123,2.4884267511578,2.695542267370193,-0.623984923877107,0.4123823581054378,-0.23910800703253637,3.547151497747904,-0.9716176709801481,-0.7012560263282288,3.7232683999478424,0.6327766413542986,0.03535146550139656,,,-0.23839619954072302,1.219788440689148,-0.15904637041710357,0.6423696910621174,-0.6152807240930528,2.0521920612517643,2.09797293276082,2.3522866869892103,2.364841690376025,-0.1607686696535518,1.8689496502873493,0.7631520314274864,-0.9558163466311922,1.1345770941593138,1.426497234714141,2.7960230759909757,0.710625713509119,0.26679889569613796,,0.8858191378593461,,1.6389500245222346,,-0.08733481894024984,-0.7593748311410062,,-0.3224154612823226,1.9374565454459072,1.4312958858402112,0.7363143210360047,-0.5879390030784248,2.2951967119919203,-0.6769490181039138,0.9704464559971239,1.411094556119869,0.4156204652158897,1.9906057020907557,-0.1823472389807507,0.5050888997481683,0.30131699555150365,1.9195492488714117,0.5606868977446018,,-0.6668812405916914,0.023975254059883003,2.317441326958497,,0.1782719287580286,,1.8275152712303937,0.8629540677097495,0.7242326661048686,,-0.40155516276768527,1.5687792309912212,1.7127270624684527,-0.8219996138705268,,0.1737054241521251,-0.008221519063186928,0.6080188158632478,0.2830233965073286,1.7688743187927591,1.6603256347817785,4,22.0,L-alanine,REL09
SM_MPTA_112023_134_L-malate-T11_M6_20,0.003426438243467992,0.4046844314799089,-0.26596337929651265,-0.06607886114660017,1.4910647178064789,-0.5223319920358365,,0.7895045118864493,-0.6522557648438108,,0.9624484844436746,0.2320393360523985,,1.325636981011916,-0.2959741829824057,-0.30785927807642877,-0.31952853973049844,-0.4311414489973679,0.07945843805284915,-0.4234647101828606,0.41128758412820043,-0.27381599728248057,-0.4448068244222906,-0.3345883694421338,-0.4009593342386406,0.1601906740851646,-0.34661835622512155,-0.38609774555111764,-0.6635069459160929,0.01591248103763898,1.6961029969062422,0.36843249500657005,1.5945217865809,0.9822221558402698,0.11724072172185705,,-0.31707685271240893,-0.5003380020667674,-0.4198798681759625,0.012011931559177076,0.0510140540285323,0.23353721819986759,-0.8043581000187432,-0.2551255203503666,0.5321961692746591,,0.011108367117465547,-0.5503419723285454,-0.844330355076782,1.4252870407736944,-0.37083574801631625,0.5334981903246916,1.972241982466623,-0.40503864738596124,-0.3240559363246654,-0.5468125892703848,,,,0.2745290575050242,1.9886458761277583,0.3539784870614902,-0.4960282791930578,,-0.07005681292131617,-0.3517965960341039,-0.6305139597539906,-0.47277504508038065,1.6839055783570724,0.1260453092319965,,-0.5605867064439864,-0.3390023398384291,-0.04350369749801366,-1.1375007549580716,-0.3518735626437653,-0.856747083195693,0.11981411824412129,-0.6181597809724688,-0.8672392266415043,-0.7262994390419851,-0.22191825488960287,-0.5934540282177434,,3.0850092162696243,-0.4285441672120123,-0.6831624526085716,0.6519215459022886,0.697455219101528,-0.36215253632772626,-0.6028317757245818,0.597879141128937,0.5684488442907878,1.6430120493189517,0.01885174414999224,1.9792071070498751,1.4483621960221826,0.0781610093997959,-0.4889798777741925,0.1450841965631048,2.2256538275262154,1.1926149956822498,0.9588278234581428,-0.5412575005269122,-1.0839045022732279,1.0174809924691781,,-0.5733991591050218,0.00838736023473744,1.5858908106412009,0.2733267505339293,-0.5910407839414992,0.9138476111638401,0.3616393905937334,,,0.4284241244385636,1.191802563483189,1.846680243727797,0.22242952030408877,-0.5475473811560088,0.9949569467217194,3,11.0,L-malate,REL05
SM_MPTA_112023_56_Galactose-T12_M2_5,-0.5259799214998053,-0.3335993126540726,-0.35540735436101006,-0.48914966781054864,,-0.6235046446029116,-0.12388418107609458,-0.5778240757623123,-0.4125768034910527,,-0.48539128313925645,-0.3194537295240507,,-0.6996753534574878,-0.7879151547648287,-0.43723759222963954,-0.4476378590170776,-0.5692884300538303,-1.00689524301741,-0.20093179516894494,0.11480963161908858,0.20553254232121151,-0.8587420552580066,-0.356822016335661,-0.4394864024716852,-0.9689227439709959,-0.32655425656254483,-0.3815784877308457,,1.0368592298353234,-2.092162055224548,-0.05382701742606231,-0.30723275202987604,-0.2958229699086333,-0.252109755388608,-0.533212845685913,1.5936704506391115,-0.29542980622499954,-0.48545859753397064,-0.6378566961066781,-0.22615185442810978,,-0.4071486766459011,-0.10281616615294782,-0.9862508146587303,-0.6168118877509391,-0.7399522710246094,-0.5004265898588967,0.4737455613706385,-0.4234923023029965,-0.3714944057837388,-1.0297450503103531,-0.40336019541158413,-0.4810941441471624,-0.3322878862110231,-0.5487769937307789,,,,0.17552629561066435,-0.6687493630888414,0.48143931234142223,-0.8013598915555155,,-0.5051963084139516,-0.6835640632186151,-0.2656273016019796,-0.48207981117460125,-0.5949313824849161,-0.6610681412282556,,-0.46449117305452403,-0.8551966888248662,-0.6754487177318247,-1.0249134321943445,-1.1745094246859107,2.0355618400339344,-0.2579374852681324,0.7420517117604354,1.5380410653113803,-0.6891622216475071,-0.45858726238886,-0.4572412319385332,0.5696218988184774,-0.1783575459185705,-0.08757609525032356,-0.6972665315528301,0.12277030542642642,-0.5800159543834833,-0.6335790296188192,0.4056968220769628,-0.7058910116490321,-0.8694287344052327,-0.6550819985090771,-0.6640750359788073,-0.757217413288566,-0.7221492182183322,-0.6391266001685285,-0.15252672068181303,0.1973204065545895,-0.7609489482317611,-0.5815567788897285,-0.6370582804169638,-0.5062492099525986,,0.2499842534932301,-0.36154958016334526,-0.5763334468737705,-0.7690156135762397,-0.4256456867677598,-0.8402504956019045,-0.7096749397677661,0.34560923121022064,-0.5337338986277284,0.5330146218249874,-0.013534934980625007,1.3370673592516278,-0.0211300081930665,-0.8451005538623784,0.9041685951953927,-0.6312195196028856,-0.45888246672336624,2,12.0,Galactose,REL02
SM_MPTA_112023_89_L-alanine-T18_M10_32,0.37881947033700586,-0.1520522429597103,-0.3424022162291784,0.5347030808430734,-0.07772188103952449,0.6759916176900699,,0.4809491523321294,-0.5755921883920815,1.1362693676074065,-0.46076824375423636,1.135808165469977,,-0.5349808864051641,0.1610455245773078,-0.11397207905101016,-0.3465588197375171,-0.1963092358179777,1.2374402250854581,-0.10909905012360543,-0.4484796577745418,-0.6186348880316104,0.6949627033673497,-0.3370111392122881,0.039476775143174596,1.9525122647245468,-0.36821908768582756,-0.39375091957774744,2.211463454432672,-0.14000570464157686,-0.5787414837031536,-0.47289881682987434,0.009617870805569534,-0.611679514571546,-0.034579142525757424,-0.438604512837044,0.3017921402627711,-0.5402152279426082,2.4324431547005134,-0.37243208415576023,0.20704951864466262,1.1150578975229823,0.6099678665402878,-0.32247156363412294,-0.7206698468228739,-0.399997244092555,0.5173671660391143,1.5664265076018526,-0.3744037590262086,1.4653315444878399,-0.35541258177625457,0.39632106440165865,-0.25429514970807865,0.509446445151209,-0.33268067957885483,1.2960532122070145,1.4890523183842383,1.4207699330843166,-0.24465336841968358,-0.010024416977537576,-0.3108619554279848,-0.49106026077082277,1.3603351572299254,0.299400178686333,1.632119213759389,1.6442826884518331,0.7039533963214748,1.9307250372939824,1.3540499621277453,-0.825363677764389,0.3485023943040329,0.6949644015559059,0.38469796662716654,1.614052664869212,-0.20366275233033657,-0.20281591825718784,,0.8594223814528116,0.39598778660901507,0.12680906213795573,1.477742089321197,-0.2368373404387877,2.1072323850162364,,-0.1051328160694517,1.7695682859092048,-0.27974457114500895,-1.436796091537739,-0.5877265461948533,1.7245402317408258,-0.07466728579047412,0.5060702817575358,-0.2268042774155829,-0.21189621713729978,2.018598909832661,-0.11351861244027271,0.2973457380894338,-0.5976863282589072,0.7783353022243044,-0.23753834685429037,,-0.7870615340461508,1.4343075171717399,1.6062870864926804,,-1.0150230306805295,,2.23212684823676,-0.6524860385927352,0.3809991266818839,-0.8383493968057024,1.6432329611806358,0.6029637951789254,1.9959106057154843,-0.8196395103544494,,-0.3412561736021178,-0.2930135780808619,-0.3097961818077603,-0.3252995424773544,-0.6682744536216272,0.5624932429871955,3,18.0,L-alanine,REL08
SM_MPTA_112023_M9_L-malate_002_44,-0.16393038270275542,-0.11252736124266952,-0.09661760463938072,,-1.532373365773504,-0.4611296137925118,-0.2396953855343245,0.51685599362366,-0.26265491993432016,,-0.47587939224891884,,,1.4849389245665907,-0.025866940627778924,-0.34002234700828354,0.2981993194113157,-0.8707521073053602,0.47900588877686034,,-1.0918682734429597,-0.9712382674984227,,,,-0.018758718782357284,,-0.30588648028913684,,-0.41374671248762,0.8617860323712649,,0.23820565546219183,,-0.5480366187564876,-0.5405134896235666,,,-0.5009963195447981,,-0.5862072054818498,,0.6152399803831845,0.5181624804565292,1.4262393570231713,,-0.6645490708783639,-0.5654252531952011,-0.6426579114619091,-1.0208136486994541,-0.3611196505726222,1.322304949614419,-0.5454342655093835,,,-0.48589956668429973,,,-0.28447101041145395,-0.947444423564794,,-0.8685422405395353,,,-1.0731046987130248,,,-0.4883653572185235,,,-0.9548318277339951,-0.8642340295522603,,,-1.2593927418056847,0.9501370283998797,,-1.2815322087928689,,,,2.225435257729999,,,-1.159717331115378,,-0.06238357886529565,0.33535381403143777,1.9660012022317004,-0.9380518319842484,-0.3715803665873955,-1.195977129635639,,,-0.897240901030108,,,,,-1.1891152742281408,,,-1.381890250217488,,-0.05107881147920231,,,-0.5859846505307705,,-1.1042709435333062,1.5157152361991924,,-1.527204681303837,,,,,,,,,-1.0672332604777284,0,0.0,L-malate,
SM_MPTA_112023_88_L-alanine-T18_M9_31,-0.015232206341479494,2.3071903286775237,-0.2981018788082811,0.9981955566987558,-0.05135054984165739,0.38118957327085906,-0.29812478792636854,-0.0008059707381324263,0.9335086940658662,-0.41955814803661656,-0.4987561207083086,1.1943904299933215,,-0.33784198017472555,-0.0032346089666816713,-0.025896538916044324,-0.22249854840819996,-0.13355706361074957,1.1906910062936487,1.2245331423081598,0.5883778093279536,0.2932300912556975,0.6498923506295651,-0.34082882876681425,0.11255299158680665,1.4606338977034328,-0.3485899463469733,-0.29482791314526,0.8590504602391057,-0.5939229067553865,-1.9036595899957793,-0.35066199341597004,-0.013837272768836032,-0.4949796308301848,0.6740068674219565,-0.4053509738152729,0.9625750988727056,-0.3873166396924817,2.222207216874843,-0.18480021320990075,-0.0654909964445013,1.5576162563399842,1.0051144970874077,-0.27706622414855564,-0.5157753657563484,-0.2970721672968695,1.8506018279968366,0.342849886402941,0.1303526027036403,1.9038609277622973,-0.37131571768938054,0.348467740165308,-0.2345518305178693,0.2531309136693005,-0.14611061243239887,1.3409762159366454,1.690193658560629,1.620272923841408,-0.28259233807841855,0.1555860128969142,-0.3039281849614167,-0.521033362407993,1.2041873165854335,0.8749848436380688,1.649652778547104,1.5548869151452132,0.5640382352265177,3.269189283687754,1.331179334145435,-0.764137420909909,-0.05829721950098993,0.7611158799638161,0.6594838938215651,1.8113002692261453,0.5209470825926634,-0.7058485048079515,,1.3080109024610214,0.055193132989085784,0.030015864302299758,0.029572492284214182,-0.0139703748871909,0.1813413790432321,,0.3882419323403884,1.8414498490057598,-1.0542943296674663,-0.8388808865483399,-0.5597819398832187,1.6506726036787127,-0.16585902800435506,0.9744159498483916,-0.32116213951883016,0.2534539546237923,2.1196554934840446,-0.17425597288860123,-0.3365909657142867,-0.5878384335235006,1.420437646341716,-0.2993154416081406,,0.04390988811463028,1.7735793036307623,1.496235546292133,,-0.8283583104411103,,1.4211180269904944,-0.5537868872495246,0.3730584516649429,-0.8312105753826216,1.2836748886993259,0.7226641443439256,0.12076213528756316,,,-0.10310222278290132,-0.25244954691901667,0.14362562120917052,-0.07351883853277116,-0.5404023122212427,0.4504986114219222,3,18.0,L-alanine,REL07
SM_MPTA_112023_33_L-malate-T6_M7_15,,-0.3356824362546739,-0.3505508079501944,-1.4595181974387834,-0.32826415052319236,-0.6579246287170872,-0.191860733740794,0.5355497737110511,-0.7070723376106645,,2.397051060223362,-1.244930079253984,,1.957910536607367,-0.36430707320548583,-0.5294413410071382,-0.431932392319814,-0.6332748956012109,-0.3833816838340346,-0.7581468223238375,0.4095877119274835,-0.19375948069642257,-1.0967613493572144,-0.3468238284204325,,-0.03789859224192483,,-0.4195841057021544,-0.5621981480130867,0.29285815060206544,-0.5602092076571865,-1.0435857047703085,-0.6086936223974833,,0.761568049456013,-0.5287734408266119,-1.311007703854956,,-0.48089181675477344,-0.5828944121943063,-0.8786299118860185,-0.24699077021848057,0.22538836014647598,-0.28176735292380556,0.8921841403859975,,-0.6809404595836993,-0.47942418295810063,-0.16580294194356326,-0.8290502313763749,-0.378535392891152,1.08688506745452,2.594867307598715,-0.4451003751306753,-0.7632588913654983,-0.6049247741924203,,,-0.29400325424698054,-0.8060178076891854,-0.18439261880783653,-0.8332559460695803,-0.06194454054535025,,-0.6921303376654561,-0.768681456567941,-0.9700340782154864,-0.43735719804109663,-1.153020924095559,,,-0.7860670818007319,-1.2303939426536497,-1.0072396606935279,-1.6245864372997116,-0.5624187937437092,,-1.0957731273596518,-1.231678459928464,,,-0.5635279527811577,-0.569431482001506,,-1.1724021419703896,-1.2616808767999352,0.5990014814368778,-1.7926480854612443,1.9287036944403144,,0.7175843630175782,-0.9846353522387966,-1.553329261713651,-1.005359462112711,-0.7494812626340124,-0.5636024318395917,-0.9940707516661149,-0.7940217851887301,-1.287980426851513,-0.9956520899769732,0.09335738629735132,-0.7872154600002694,-1.022171964605776,-1.1011562786411297,0.9059096930808258,-0.9403411278314954,,-0.5842200646586148,,-0.7779831237001366,1.455501561282519,-0.7048286570078681,-0.745938586479451,-1.2689587181207558,,,-1.2151254803115175,-1.2919651921405524,-0.9332764680086635,-1.19668998319145,,-0.8026431334380691,1,6.0,L-malate,REL06
SM_MPTA_112023_M9_L-alanine_003_39,-0.6000847403015648,0.3030162560958352,-0.3259261979710702,,,1.6395700792413752,,-0.7807119443069094,,,-0.48475779506741357,,,-0.4032600830961493,-0.8965657433848316,-0.47893784923645105,-0.6099178440627115,-0.9290641755196437,-1.0400533338881734,,-0.7331140168054389,-1.048620998352083,,-0.35034872643301584,,-0.9505455169590893,,-0.4425010678879244,,-0.467986594287779,-0.8907330678308707,,-1.226344693834316,,0.6304445794226227,,,,-0.5058998266526873,,-0.6478896688817333,,-0.7548482460658786,-0.39220155392560124,-0.8751512938694199,,,,-1.0207322504164391,,-0.38246073672525305,0.9586767348013152,-0.7400162378846152,,,-0.6053751891091997,-0.8392159678302844,-0.8885339920926077,-0.29090516305361114,-0.9517658893377707,,,,-1.177628483592879,-1.0755659828759432,,,-0.4975855451573341,,,1.4432970136102656,-0.8377972016539145,-1.2532657542158023,,1.6025020423273666,1.2776009506852526,,-1.2673572192266083,,,,-0.6457332780240114,,,-1.300757289472116,,0.3045623645489072,-0.9036524662783058,-0.5641192978017445,,0.46207417460405953,,,,-0.8974933946004033,,,,,-1.2263550574147435,,,,,,,,-0.5753845258910072,,-1.1041896755498053,-0.8417977819351856,,-1.5139439910282915,,,,,,,,,-1.143031494497833,0,0.0,L-alanine,
SM_MPTA_112023_M9_L-malate_001_43,-0.3060226909210466,0.848467239940971,-0.09217064522772533,,-1.4265199268799658,-0.12091687713549916,-0.0695080465968262,1.1362874339498412,-0.5395947220138405,,-0.49077382601428987,,,1.886005005517044,1.4986259175492864,-0.0489509336424815,0.5570868666049688,-0.25915033202677057,1.2125595538100171,,-1.773738067143822,-0.711016306892625,,,,0.025302112141605625,,-0.09295823974964207,,-0.7371353436494419,1.7486702369562017,,1.3836038172257141,,-0.41232708523593636,,-1.5208160428884745,,-0.5022871094073107,,-0.20384565359999243,,0.9157433876129334,1.5366728554243507,2.2936047694764827,,-0.6250205124006816,,-0.9626225010459134,-0.9785921201803836,-0.3528135927586016,1.1307473354134876,-0.5176872589598066,,,-0.28821098873963413,,,-0.2866801227637273,-0.9501927042494448,,-0.8626153377090799,,-1.2052417463683032,-1.0735913451483063,,,-0.4892905897892048,,,-0.9539601924157325,,,,-1.265673194642932,1.1578863013842389,-0.9013239991613985,-1.2644622498996818,,,,4.516900869892819,-0.8815021551549844,,-1.1162301424143382,-1.3658081184397437,0.2602018547280105,-0.7434736655591552,1.9122948808593638,,0.10788679217621228,,,,-0.8977313013430892,,,,,-1.1982455155858964,,,,,1.8665042484233727,,,-0.5843051322112497,,-1.1040936802825896,1.4775173609613645,,-1.4994127802454944,,,,,,,,,-1.0197283624304274,0,0.0,L-malate,
SM_MPTA_112023_31_L-malate-T6_M5_13,0.658094838463853,-0.5935357188488365,-0.3492824696244542,-1.3282028075665357,0.009731382769047968,-0.6655866903217696,,1.2480353418499914,-0.004140291033299249,,1.7910588413350768,-1.239357677229214,,2.055600947370708,-0.7260904386572861,-0.45795714174115526,-0.6374482820524845,-0.6824151021537407,-0.4953871149682745,-0.3014466103863459,-1.0144733895674558,0.09738502413300652,-1.0298820736125416,-0.3372575025642944,,-0.3168756982574781,,-0.4251710047366616,-0.4978606935679842,-0.6894583487702985,1.229242783572812,-0.9542176256165931,-0.2590099717899501,-0.6494148356336177,-0.3846020134227347,-0.5310780048884678,-1.292588268574767,,-0.4781743538587415,,0.08816578573562077,-0.5079866422702335,0.369302687508527,-0.2817334511727288,0.8021967777252238,,-1.079957152270479,-0.4639742566896433,0.8245586581944973,-0.5974092208607016,-0.38453690438317695,0.9780128486535449,2.0312881283769446,-0.4168716686435301,-0.7693335015750692,-0.5109793286298462,,,-0.28672592338376385,-0.7838980301236723,0.0750040376316146,-0.8241286789168706,0.1421755048930526,,-0.7494498049724108,-0.7373664228100564,-0.9424881395214006,-0.47040363760973614,-1.2041572595797971,,,-0.8562839089847347,,-0.9746285476897704,-1.421530303424236,0.1630039348265433,,-1.0093560014813472,-0.6765758431960603,-1.1997688323573998,,-0.5568278896732934,-0.5496492865829259,,-0.5916161173405755,-1.1953723683124664,-0.4767266571737061,-1.526919106706884,1.9333823678900908,-0.9290876492212964,0.6123203067878852,-0.9837751260559037,-1.352071534180224,-1.010416825322503,-0.7314122171316227,-0.2708591343366366,-0.9064035246354645,-0.7326506633445299,-1.2200783826999726,-0.6993713887223657,0.5589809823529369,-0.7132766410282357,-0.9531116396599746,-1.0614838154046602,1.0259754967116093,-0.9447911360013924,,-0.5850485178183651,-0.98258879819892,-0.6451123399908102,1.0562006727400373,,-0.6711524978718335,-1.1409143159325204,,,-1.0419228423220919,-1.0309387923760485,-0.8202964988962006,-1.1026557565716837,,-0.8386923880201113,1,6.0,L-malate,REL04
SM_MPTA_112023_39_Galactose-T8_M3_3,-0.5752925968655797,-0.31589187432324,-0.312997577338627,-1.3679762517666627,,-0.9534269672442391,,-0.7825815280678711,-0.5605163840072778,,,-1.1642221104694361,,-0.7371297242453584,-0.7823071131939484,-0.3848734376701362,-0.4356692024445032,-0.8057671321288982,-0.8904174913077783,-0.37077465256119,-0.8096129474678025,-0.03406818997383379,-1.0572721303664365,,-0.5092402418173534,-0.9513827686303419,-0.3251418326008855,-0.36171264189395796,,0.6116860201151048,-1.579011889031908,-1.0014399134553629,-1.0420798132975588,-0.6307980409422937,-0.9643908405435582,,-0.7009052844545668,-0.5980056710001652,-0.4988274922434387,,-1.1457616638697914,,-0.20042939006548943,-0.36949994551324306,-0.7790820518676671,-0.6862348742810978,,-0.44594148127709027,0.16688397989945003,-0.93617363015686,-0.3832062071224786,-1.0499979757703173,-0.6703918857135659,-0.5085968417608995,-0.7068983700440872,-0.6328922736969493,,,,-0.689814074872975,-0.7970727825512856,-0.6964207243042809,-1.0500166251411316,-1.2180643667853102,-0.8710204454219452,-0.7847342198002695,-0.8859770335022159,-0.48327652406861,-1.1538921003762803,-0.9336134840461016,,-0.7630103103706284,-1.1778193800432142,-0.9705834413436895,1.105943262749796,0.9505090920606607,-0.3082886698091303,-0.6818599335379003,-1.0823658479352967,0.8320733481369162,-0.646093128057073,-0.04073383597456461,-0.8733544661692976,-0.6338620354495949,-0.3774754659183801,-0.9493977600118126,-0.9121731752094832,0.284439638559243,-0.5618820460900714,-0.8765447072326594,0.6606161671308357,-0.9503466361831112,-1.27978715569759,-1.1891556925659132,-0.7472569604816804,-0.8159796932166,-1.1372094052123627,-0.8928785536476074,-1.1397151254968738,-0.7808099972956237,,-1.248885031950557,-1.1928799250502573,-0.9638740543619239,,-0.9444053621105397,0.600811778530759,-0.5835360101282284,-0.9858073476119246,-0.8947482778720077,,,-0.49858368090171196,-1.2495881454765911,-0.5804646169072293,0.9182012765729769,-1.0516607966032534,-1.1164850530458528,-1.1525725233157538,-1.0794812691599132,-0.7896492850400544,-0.8900826559094913,1,8.0,Galactose,REL03
SM_MPTA_112023_83_Galactose-T18_M2_11,-0.4376409378255891,4.599175029070489,2.5929756553257644,1.3081047253329703,-0.41732310315992366,-0.16740491407411653,-0.08266030130950817,-0.6720155434649324,2.035106683182372,,-0.47411149644293865,0.9965421168499777,0.7370005325544805,-0.6180692056513118,1.0916389000950195,5.30423217594558,2.135624130395081,2.319806510249641,0.9549831949317261,-0.914534572478435,-0.003083408715272492,0.9244065534746602,2.273082530057434,-0.07669432335367328,0.08415276065375288,-0.8767951989248896,3.528802023839184,1.1655449968991896,,-0.8711665480877181,0.060781043513991856,1.3663253360759244,1.4261783114178943,0.10418046877403161,0.11362335189351953,1.9546252478588413,1.3033085623332707,3.009086030340217,-0.45955917675786606,-0.22199284144299436,3.4676750865956536,,-1.9566338627221636,-0.3267488910654048,1.5250769644487596,2.2726591768568456,-0.0625498377264806,,-0.8091452309454709,-1.0683521266270715,2.2585354901922012,-1.0749283468167012,-0.7018203170513212,-0.2451729829606913,3.059062265565725,1.7730884906185669,,,-0.28135175630070913,2.357273593898578,-0.5747479062119134,2.073696632223341,-0.9421436002845788,1.0725243516774505,-0.11456450304159144,-0.35106986624672887,2.104974926411172,-0.4735460822998685,-0.42516206764477726,1.775608399431803,,0.4378361414268554,0.3194344167876854,-0.5848763792718331,0.4611835164891269,1.2084264414354349,0.07006483191819346,1.0681035186290162,,-1.0112453524206773,,0.34943701734389215,-0.9227863725911004,0.9730378271400076,1.9206091454629803,0.483485412988144,-0.0979734768162731,0.9867029027257782,-0.5803594570811513,0.2859431989936583,-0.5524046794346003,-0.4364371460355785,1.4659890023599236,0.07316820251812789,-0.41856043859753755,-0.6100727586461216,-0.6354114999036756,1.9479925272901788,1.6284584427637645,1.665641335692859,-0.7887709899783149,0.3334639142707385,0.08537489780994927,0.46208589826077306,,1.1032119887763356,,-0.5740932579592564,1.6196397568596503,-0.33918416549912866,,-0.704335669324036,1.2158227859308386,0.32296643201488906,2.138882535692049,-1.0588665108538151,1.2587627716243541,0.9688083016057839,-0.23342503471978146,1.680235203863553,1.9378517264400636,1.11715090838753,4,18.0,Galactose,REL02
