,Hours,Well,OD600,Bioreactor,Day,Colony,Replicate,Carbon source
45,15.319444444444445,A1,0.127,M2,23.0,1.0,1,Galactose
46,15.652777777777779,A1,0.129,M2,23.0,1.0,1,Galactose
47,15.98611111111111,A1,0.132,M2,23.0,1.0,1,Galactose
48,16.319444444444443,A1,0.137,M2,23.0,1.0,1,Galactose
49,16.652777777777775,A1,0.14700000000000002,M2,23.0,1.0,1,Galactose
50,16.98611111111111,A1,0.14700000000000002,M2,23.0,1.0,1,Galactose
51,17.319444444444443,A1,0.15300000000000002,M2,23.0,1.0,1,Galactose
52,17.652777777777775,A1,0.15599999999999997,M2,23.0,1.0,1,Galactose
53,17.98611111111111,A1,0.16199999999999998,M2,23.0,1.0,1,Galactose
54,18.319444444444443,A1,0.16699999999999998,M2,23.0,1.0,1,Galactose
55,18.652777777777775,A1,0.16999999999999998,M2,23.0,1.0,1,Galactose
56,18.98611111111111,A1,0.174,M2,23.0,1.0,1,Galactose
57,19.319444444444443,A1,0.18,M2,23.0,1.0,1,Galactose
58,19.652777777777775,A1,0.185,M2,23.0,1.0,1,Galactose
59,19.98611111111111,A1,0.191,M2,23.0,1.0,1,Galactose
60,20.319444444444443,A1,0.195,M2,23.0,1.0,1,Galactose
61,20.652777777777775,A1,0.199,M2,23.0,1.0,1,Galactose
62,20.98611111111111,A1,0.20399999999999996,M2,23.0,1.0,1,Galactose
63,21.319444444444443,A1,0.20899999999999996,M2,23.0,1.0,1,Galactose
64,21.652777777777775,A1,0.21499999999999997,M2,23.0,1.0,1,Galactose
65,21.98611111111111,A1,0.22099999999999997,M2,23.0,1.0,1,Galactose
66,22.319444444444443,A1,0.22799999999999998,M2,23.0,1.0,1,Galactose
67,22.652777777777775,A1,0.23299999999999998,M2,23.0,1.0,1,Galactose
68,22.98611111111111,A1,0.24,M2,23.0,1.0,1,Galactose
69,23.319444444444443,A1,0.245,M2,23.0,1.0,1,Galactose
70,23.652777777777775,A1,0.254,M2,23.0,1.0,1,Galactose
71,23.98611111111111,A1,0.261,M2,23.0,1.0,1,Galactose
72,24.319444444444443,A1,0.26999999999999996,M2,23.0,1.0,1,Galactose
73,24.652777777777775,A1,0.27899999999999997,M2,23.0,1.0,1,Galactose
74,24.98611111111111,A1,0.289,M2,23.0,1.0,1,Galactose
75,25.319444444444443,A1,0.298,M2,23.0,1.0,1,Galactose
76,25.652777777777775,A1,0.31,M2,23.0,1.0,1,Galactose
77,25.98611111111111,A1,0.322,M2,23.0,1.0,1,Galactose
78,26.319444444444443,A1,0.33399999999999996,M2,23.0,1.0,1,Galactose
79,26.652777777777775,A1,0.344,M2,23.0,1.0,1,Galactose
80,26.98611111111111,A1,0.358,M2,23.0,1.0,1,Galactose
81,27.319444444444443,A1,0.373,M2,23.0,1.0,1,Galactose
82,27.652777777777775,A1,0.387,M2,23.0,1.0,1,Galactose
83,27.98611111111111,A1,0.40099999999999997,M2,23.0,1.0,1,Galactose
84,28.319444444444443,A1,0.416,M2,23.0,1.0,1,Galactose
85,28.652777777777775,A1,0.43,M2,23.0,1.0,1,Galactose
86,28.98611111111111,A1,0.446,M2,23.0,1.0,1,Galactose
87,29.319444444444443,A1,0.464,M2,23.0,1.0,1,Galactose
88,29.652777777777775,A1,0.48199999999999993,M2,23.0,1.0,1,Galactose
89,29.98611111111111,A1,0.49899999999999994,M2,23.0,1.0,1,Galactose
90,30.319444444444443,A1,0.518,M2,23.0,1.0,1,Galactose
91,30.652777777777775,A1,0.54,M2,23.0,1.0,1,Galactose
92,30.98611111111111,A1,0.554,M2,23.0,1.0,1,Galactose
93,31.319444444444443,A1,0.5710000000000001,M2,23.0,1.0,1,Galactose
94,31.652777777777775,A1,0.5880000000000001,M2,23.0,1.0,1,Galactose
95,31.98611111111111,A1,0.5930000000000001,M2,23.0,1.0,1,Galactose
96,32.31944444444445,A1,0.611,M2,23.0,1.0,1,Galactose
97,32.65277777777778,A1,0.614,M2,23.0,1.0,1,Galactose
98,32.986111111111114,A1,0.62,M2,23.0,1.0,1,Galactose
99,33.31944444444445,A1,0.636,M2,23.0,1.0,1,Galactose
100,33.65277777777778,A1,0.63,M2,23.0,1.0,1,Galactose
101,33.986111111111114,A1,0.632,M2,23.0,1.0,1,Galactose
102,34.31944444444445,A1,0.629,M2,23.0,1.0,1,Galactose
103,34.65277777777778,A1,0.623,M2,23.0,1.0,1,Galactose
104,34.986111111111114,A1,0.626,M2,23.0,1.0,1,Galactose
105,35.31944444444445,A1,0.619,M2,23.0,1.0,1,Galactose
106,35.65277777777778,A1,0.622,M2,23.0,1.0,1,Galactose
107,35.986111111111114,A1,0.616,M2,23.0,1.0,1,Galactose
108,36.31944444444445,A1,0.622,M2,23.0,1.0,1,Galactose
109,36.65277777777778,A1,0.614,M2,23.0,1.0,1,Galactose
110,36.986111111111114,A1,0.613,M2,23.0,1.0,1,Galactose
111,37.31944444444445,A1,0.619,M2,23.0,1.0,1,Galactose
112,37.65277777777778,A1,0.61,M2,23.0,1.0,1,Galactose
113,37.986111111111114,A1,0.613,M2,23.0,1.0,1,Galactose
114,38.31944444444445,A1,0.617,M2,23.0,1.0,1,Galactose
115,38.65277777777778,A1,0.612,M2,23.0,1.0,1,Galactose
116,38.986111111111114,A1,0.616,M2,23.0,1.0,1,Galactose
117,39.31944444444445,A1,0.614,M2,23.0,1.0,1,Galactose
118,39.65277777777778,A1,0.612,M2,23.0,1.0,1,Galactose
119,39.986111111111114,A1,0.619,M2,23.0,1.0,1,Galactose
120,40.31944444444445,A1,0.619,M2,23.0,1.0,1,Galactose
121,40.65277777777778,A1,0.622,M2,23.0,1.0,1,Galactose
122,40.986111111111114,A1,0.617,M2,23.0,1.0,1,Galactose
123,41.31944444444445,A1,0.617,M2,23.0,1.0,1,Galactose
124,41.65277777777778,A1,0.62,M2,23.0,1.0,1,Galactose
125,41.986111111111114,A1,0.621,M2,23.0,1.0,1,Galactose
126,42.31944444444445,A1,0.621,M2,23.0,1.0,1,Galactose
127,42.65277777777778,A1,0.619,M2,23.0,1.0,1,Galactose
128,42.986111111111114,A1,0.623,M2,23.0,1.0,1,Galactose
129,43.31944444444445,A1,0.626,M2,23.0,1.0,1,Galactose
130,43.65277777777778,A1,0.627,M2,23.0,1.0,1,Galactose
131,43.986111111111114,A1,0.625,M2,23.0,1.0,1,Galactose
132,44.31944444444445,A1,0.626,M2,23.0,1.0,1,Galactose
133,44.65277777777778,A1,0.625,M2,23.0,1.0,1,Galactose
134,44.986111111111114,A1,0.631,M2,23.0,1.0,1,Galactose
135,45.31944444444445,A1,0.626,M2,23.0,1.0,1,Galactose
136,45.65277777777778,A1,0.625,M2,23.0,1.0,1,Galactose
137,45.986111111111114,A1,0.632,M2,23.0,1.0,1,Galactose
138,46.31944444444445,A1,0.627,M2,23.0,1.0,1,Galactose
139,46.65277777777778,A1,0.627,M2,23.0,1.0,1,Galactose
140,46.986111111111114,A1,0.627,M2,23.0,1.0,1,Galactose
141,47.31944444444445,A1,0.627,M2,23.0,1.0,1,Galactose
142,47.65277777777778,A1,0.63,M2,23.0,1.0,1,Galactose
143,47.986111111111114,A1,0.626,M2,23.0,1.0,1,Galactose
144,48.31944444444445,A1,0.627,M2,23.0,1.0,1,Galactose
145,48.65277777777778,A1,0.628,M2,23.0,1.0,1,Galactose
146,48.986111111111114,A1,0.629,M2,23.0,1.0,1,Galactose
147,49.31944444444445,A1,0.63,M2,23.0,1.0,1,Galactose
148,49.65277777777778,A1,0.629,M2,23.0,1.0,1,Galactose
149,49.986111111111114,A1,0.629,M2,23.0,1.0,1,Galactose
150,50.31944444444445,A1,0.63,M2,23.0,1.0,1,Galactose
151,50.65277777777778,A1,0.63,M2,23.0,1.0,1,Galactose
152,50.986111111111114,A1,0.633,M2,23.0,1.0,1,Galactose
153,51.31944444444445,A1,0.631,M2,23.0,1.0,1,Galactose
154,51.65277777777778,A1,0.632,M2,23.0,1.0,1,Galactose
155,51.986111111111114,A1,0.635,M2,23.0,1.0,1,Galactose
156,52.31944444444445,A1,0.638,M2,23.0,1.0,1,Galactose
157,52.65277777777778,A1,0.64,M2,23.0,1.0,1,Galactose
158,52.986111111111114,A1,0.64,M2,23.0,1.0,1,Galactose
159,53.31944444444445,A1,0.642,M2,23.0,1.0,1,Galactose
160,53.65277777777778,A1,0.645,M2,23.0,1.0,1,Galactose
161,53.986111111111114,A1,0.648,M2,23.0,1.0,1,Galactose
162,54.31944444444445,A1,0.648,M2,23.0,1.0,1,Galactose
163,54.65277777777778,A1,0.649,M2,23.0,1.0,1,Galactose
164,54.986111111111114,A1,0.651,M2,23.0,1.0,1,Galactose
165,55.31944444444445,A1,0.668,M2,23.0,1.0,1,Galactose
166,55.65277777777778,A1,0.66,M2,23.0,1.0,1,Galactose
167,55.986111111111114,A1,0.66,M2,23.0,1.0,1,Galactose
168,56.31944444444445,A1,0.662,M2,23.0,1.0,1,Galactose
169,56.65277777777778,A1,0.678,M2,23.0,1.0,1,Galactose
170,56.986111111111114,A1,0.678,M2,23.0,1.0,1,Galactose
171,57.31944444444445,A1,0.678,M2,23.0,1.0,1,Galactose
172,57.65277777777778,A1,0.681,M2,23.0,1.0,1,Galactose
173,57.986111111111114,A1,0.683,M2,23.0,1.0,1,Galactose
174,58.31944444444445,A1,0.681,M2,23.0,1.0,1,Galactose
175,58.65277777777778,A1,0.682,M2,23.0,1.0,1,Galactose
176,58.986111111111114,A1,0.679,M2,23.0,1.0,1,Galactose
177,59.31944444444445,A1,0.68,M2,23.0,1.0,1,Galactose
178,59.65277777777778,A1,0.677,M2,23.0,1.0,1,Galactose
179,59.986111111111114,A1,0.678,M2,23.0,1.0,1,Galactose
180,60.31944444444445,A1,0.677,M2,23.0,1.0,1,Galactose
181,60.65277777777778,A1,0.675,M2,23.0,1.0,1,Galactose
182,60.986111111111114,A1,0.675,M2,23.0,1.0,1,Galactose
183,61.31944444444445,A1,0.676,M2,23.0,1.0,1,Galactose
184,61.65277777777778,A1,0.677,M2,23.0,1.0,1,Galactose
185,61.986111111111114,A1,0.678,M2,23.0,1.0,1,Galactose
186,62.31944444444445,A1,0.677,M2,23.0,1.0,1,Galactose
187,62.65277777777778,A1,0.675,M2,23.0,1.0,1,Galactose
188,62.986111111111114,A1,0.675,M2,23.0,1.0,1,Galactose
189,63.31944444444445,A1,0.674,M2,23.0,1.0,1,Galactose
190,63.65277777777778,A1,0.674,M2,23.0,1.0,1,Galactose
191,63.986111111111114,A1,0.674,M2,23.0,1.0,1,Galactose
192,64.31944444444444,A1,0.672,M2,23.0,1.0,1,Galactose
193,64.65277777777779,A1,0.673,M2,23.0,1.0,1,Galactose
194,64.98611111111111,A1,0.672,M2,23.0,1.0,1,Galactose
195,65.31944444444444,A1,0.674,M2,23.0,1.0,1,Galactose
196,65.65277777777779,A1,0.672,M2,23.0,1.0,1,Galactose
197,65.98611111111111,A1,0.673,M2,23.0,1.0,1,Galactose
198,66.31944444444444,A1,0.7070000000000001,M2,23.0,1.0,1,Galactose
199,66.65277777777779,A1,0.674,M2,23.0,1.0,1,Galactose
200,66.98611111111111,A1,0.674,M2,23.0,1.0,1,Galactose
201,67.31944444444444,A1,0.669,M2,23.0,1.0,1,Galactose
202,67.65277777777779,A1,0.669,M2,23.0,1.0,1,Galactose
203,67.98611111111111,A1,0.667,M2,23.0,1.0,1,Galactose
204,68.31944444444444,A1,0.657,M2,23.0,1.0,1,Galactose
205,68.65277777777779,A1,0.653,M2,23.0,1.0,1,Galactose
206,68.98611111111111,A1,0.65,M2,23.0,1.0,1,Galactose
207,69.31944444444444,A1,0.652,M2,23.0,1.0,1,Galactose
208,69.65277777777779,A1,0.652,M2,23.0,1.0,1,Galactose
209,69.98611111111111,A1,0.646,M2,23.0,1.0,1,Galactose
210,70.31944444444444,A1,0.646,M2,23.0,1.0,1,Galactose
211,70.65277777777779,A1,0.643,M2,23.0,1.0,1,Galactose
212,70.98611111111111,A1,0.637,M2,23.0,1.0,1,Galactose
213,71.31944444444444,A1,0.626,M2,23.0,1.0,1,Galactose
214,71.65277777777779,A1,0.626,M2,23.0,1.0,1,Galactose
215,71.98611111111111,A1,0.619,M2,23.0,1.0,1,Galactose
216,72.31944444444444,A1,0.62,M2,23.0,1.0,1,Galactose
217,72.65277777777779,A1,0.617,M2,23.0,1.0,1,Galactose
218,72.98611111111111,A1,0.61,M2,23.0,1.0,1,Galactose
219,73.31944444444444,A1,0.5960000000000001,M2,23.0,1.0,1,Galactose
220,73.65277777777779,A1,0.5900000000000001,M2,23.0,1.0,1,Galactose
221,73.98611111111111,A1,0.5860000000000001,M2,23.0,1.0,1,Galactose
222,74.31944444444444,A1,0.5820000000000001,M2,23.0,1.0,1,Galactose
223,74.65277777777779,A1,0.5800000000000001,M2,23.0,1.0,1,Galactose
224,74.98611111111111,A1,0.5770000000000001,M2,23.0,1.0,1,Galactose
225,75.31944444444444,A1,0.5750000000000001,M2,23.0,1.0,1,Galactose
226,75.65277777777779,A1,0.5730000000000001,M2,23.0,1.0,1,Galactose
227,75.98611111111111,A1,0.5770000000000001,M2,23.0,1.0,1,Galactose
228,76.31944444444444,A1,0.5750000000000001,M2,23.0,1.0,1,Galactose
229,76.65277777777779,A1,0.5730000000000001,M2,23.0,1.0,1,Galactose
230,76.98611111111111,A1,0.5670000000000001,M2,23.0,1.0,1,Galactose
231,77.31944444444444,A1,0.5660000000000001,M2,23.0,1.0,1,Galactose
232,77.65277777777779,A1,0.559,M2,23.0,1.0,1,Galactose
233,77.98611111111111,A1,0.561,M2,23.0,1.0,1,Galactose
234,78.31944444444444,A1,0.5640000000000001,M2,23.0,1.0,1,Galactose
235,78.65277777777779,A1,0.5640000000000001,M2,23.0,1.0,1,Galactose
236,78.98611111111111,A1,0.56,M2,23.0,1.0,1,Galactose
237,79.31944444444444,A1,0.558,M2,23.0,1.0,1,Galactose
238,79.65277777777779,A1,0.555,M2,23.0,1.0,1,Galactose
239,79.98611111111111,A1,0.553,M2,23.0,1.0,1,Galactose
240,80.31944444444444,A1,0.552,M2,23.0,1.0,1,Galactose
241,80.65277777777779,A1,0.55,M2,23.0,1.0,1,Galactose
242,80.98611111111111,A1,0.549,M2,23.0,1.0,1,Galactose
243,81.31944444444444,A1,0.551,M2,23.0,1.0,1,Galactose
244,81.65277777777779,A1,0.554,M2,23.0,1.0,1,Galactose
245,81.98611111111111,A1,0.552,M2,23.0,1.0,1,Galactose
246,82.31944444444444,A1,0.548,M2,23.0,1.0,1,Galactose
247,82.65277777777779,A1,0.546,M2,23.0,1.0,1,Galactose
248,82.98611111111111,A1,0.542,M2,23.0,1.0,1,Galactose
249,83.31944444444444,A1,0.54,M2,23.0,1.0,1,Galactose
250,83.65277777777779,A1,0.535,M2,23.0,1.0,1,Galactose
251,83.98611111111111,A1,0.536,M2,23.0,1.0,1,Galactose
252,84.31944444444444,A1,0.534,M2,23.0,1.0,1,Galactose
253,84.65277777777779,A1,0.529,M2,23.0,1.0,1,Galactose
254,84.98611111111111,A1,0.528,M2,23.0,1.0,1,Galactose
255,85.31944444444444,A1,0.526,M2,23.0,1.0,1,Galactose
256,85.65277777777779,A1,0.523,M2,23.0,1.0,1,Galactose
257,85.98611111111111,A1,0.52,M2,23.0,1.0,1,Galactose
258,86.31944444444444,A1,0.516,M2,23.0,1.0,1,Galactose
259,86.65277777777779,A1,0.515,M2,23.0,1.0,1,Galactose
260,86.98611111111111,A1,0.516,M2,23.0,1.0,1,Galactose
261,87.31944444444444,A1,0.51,M2,23.0,1.0,1,Galactose
262,87.65277777777779,A1,0.509,M2,23.0,1.0,1,Galactose
263,87.98611111111111,A1,0.512,M2,23.0,1.0,1,Galactose
264,88.31944444444444,A1,0.509,M2,23.0,1.0,1,Galactose
265,88.65277777777779,A1,0.51,M2,23.0,1.0,1,Galactose
266,88.98611111111111,A1,0.512,M2,23.0,1.0,1,Galactose
267,89.31944444444444,A1,0.512,M2,23.0,1.0,1,Galactose
268,89.65277777777779,A1,0.507,M2,23.0,1.0,1,Galactose
269,89.98611111111111,A1,0.505,M2,23.0,1.0,1,Galactose
270,90.31944444444444,A1,0.504,M2,23.0,1.0,1,Galactose
271,90.65277777777779,A1,0.49999999999999994,M2,23.0,1.0,1,Galactose
272,90.98611111111111,A1,0.49999999999999994,M2,23.0,1.0,1,Galactose
273,91.31944444444444,A1,0.49899999999999994,M2,23.0,1.0,1,Galactose
274,91.65277777777779,A1,0.49999999999999994,M2,23.0,1.0,1,Galactose
275,91.98611111111111,A1,0.49899999999999994,M2,23.0,1.0,1,Galactose
276,92.31944444444444,A1,0.49699999999999994,M2,23.0,1.0,1,Galactose
277,92.65277777777779,A1,0.49399999999999994,M2,23.0,1.0,1,Galactose
278,92.98611111111111,A1,0.48999999999999994,M2,23.0,1.0,1,Galactose
279,93.31944444444444,A1,0.48899999999999993,M2,23.0,1.0,1,Galactose
280,93.65277777777779,A1,0.48599999999999993,M2,23.0,1.0,1,Galactose
281,93.98611111111111,A1,0.48399999999999993,M2,23.0,1.0,1,Galactose
282,94.31944444444444,A1,0.48199999999999993,M2,23.0,1.0,1,Galactose
283,94.65277777777779,A1,0.48199999999999993,M2,23.0,1.0,1,Galactose
284,94.98611111111111,A1,0.48100000000000004,M2,23.0,1.0,1,Galactose
285,95.31944444444444,A1,0.48000000000000004,M2,23.0,1.0,1,Galactose
286,95.65277777777779,A1,0.47700000000000004,M2,23.0,1.0,1,Galactose
287,95.98611111111111,A1,0.47700000000000004,M2,23.0,1.0,1,Galactose
288,96.31944444444444,A1,0.47600000000000003,M2,23.0,1.0,1,Galactose
289,96.65277777777779,A1,0.47500000000000003,M2,23.0,1.0,1,Galactose
290,96.98611111111111,A1,0.47300000000000003,M2,23.0,1.0,1,Galactose
291,,A2,,M2,23.0,1.0,2,Galactose
292,,A2,,M2,23.0,1.0,2,Galactose
293,,A2,,M2,23.0,1.0,2,Galactose
294,1.3194444444444444,A2,0.05,M2,23.0,1.0,2,Galactose
295,1.6527777777777777,A2,0.051000000000000004,M2,23.0,1.0,2,Galactose
296,1.9861111111111112,A2,0.052000000000000005,M2,23.0,1.0,2,Galactose
297,2.319444444444444,A2,0.054000000000000006,M2,23.0,1.0,2,Galactose
298,2.6527777777777777,A2,0.05500000000000001,M2,23.0,1.0,2,Galactose
299,2.986111111111111,A2,0.05600000000000001,M2,23.0,1.0,2,Galactose
300,3.319444444444444,A2,0.05600000000000001,M2,23.0,1.0,2,Galactose
301,3.6527777777777777,A2,0.05600000000000001,M2,23.0,1.0,2,Galactose
302,3.986111111111111,A2,0.05700000000000001,M2,23.0,1.0,2,Galactose
303,4.319444444444445,A2,0.05700000000000001,M2,23.0,1.0,2,Galactose
304,4.652777777777779,A2,0.05800000000000001,M2,23.0,1.0,2,Galactose
305,4.986111111111112,A2,0.05800000000000001,M2,23.0,1.0,2,Galactose
306,5.319444444444445,A2,0.05800000000000001,M2,23.0,1.0,2,Galactose
307,5.652777777777779,A2,0.05900000000000001,M2,23.0,1.0,2,Galactose
308,5.986111111111112,A2,0.05900000000000001,M2,23.0,1.0,2,Galactose
309,6.319444444444445,A2,0.05900000000000001,M2,23.0,1.0,2,Galactose
310,6.652777777777779,A2,0.06000000000000001,M2,23.0,1.0,2,Galactose
311,6.986111111111112,A2,0.06000000000000001,M2,23.0,1.0,2,Galactose
312,7.319444444444445,A2,0.06100000000000001,M2,23.0,1.0,2,Galactose
313,7.652777777777779,A2,0.06200000000000001,M2,23.0,1.0,2,Galactose
314,7.986111111111112,A2,0.06300000000000001,M2,23.0,1.0,2,Galactose
315,8.319444444444445,A2,0.06300000000000001,M2,23.0,1.0,2,Galactose
316,8.652777777777779,A2,0.06400000000000002,M2,23.0,1.0,2,Galactose
317,8.98611111111111,A2,0.06500000000000002,M2,23.0,1.0,2,Galactose
318,9.319444444444445,A2,0.06700000000000002,M2,23.0,1.0,2,Galactose
319,9.652777777777779,A2,0.06800000000000002,M2,23.0,1.0,2,Galactose
320,9.98611111111111,A2,0.06899999999999999,M2,23.0,1.0,2,Galactose
321,10.319444444444445,A2,0.06999999999999999,M2,23.0,1.0,2,Galactose
322,10.652777777777779,A2,0.072,M2,23.0,1.0,2,Galactose
323,10.98611111111111,A2,0.073,M2,23.0,1.0,2,Galactose
324,11.319444444444445,A2,0.075,M2,23.0,1.0,2,Galactose
325,11.652777777777779,A2,0.077,M2,23.0,1.0,2,Galactose
326,11.98611111111111,A2,0.079,M2,23.0,1.0,2,Galactose
327,12.319444444444445,A2,0.081,M2,23.0,1.0,2,Galactose
328,12.652777777777779,A2,0.083,M2,23.0,1.0,2,Galactose
329,12.98611111111111,A2,0.08600000000000001,M2,23.0,1.0,2,Galactose
330,13.319444444444445,A2,0.08800000000000001,M2,23.0,1.0,2,Galactose
331,13.652777777777779,A2,0.09000000000000001,M2,23.0,1.0,2,Galactose
332,13.98611111111111,A2,0.09300000000000001,M2,23.0,1.0,2,Galactose
333,14.319444444444445,A2,0.09600000000000002,M2,23.0,1.0,2,Galactose
334,14.652777777777779,A2,0.09900000000000002,M2,23.0,1.0,2,Galactose
335,14.98611111111111,A2,0.09999999999999999,M2,23.0,1.0,2,Galactose
336,15.319444444444445,A2,0.104,M2,23.0,1.0,2,Galactose
337,15.652777777777779,A2,0.107,M2,23.0,1.0,2,Galactose
338,15.98611111111111,A2,0.111,M2,23.0,1.0,2,Galactose
339,16.319444444444443,A2,0.115,M2,23.0,1.0,2,Galactose
340,16.652777777777775,A2,0.11900000000000001,M2,23.0,1.0,2,Galactose
341,16.98611111111111,A2,0.12300000000000001,M2,23.0,1.0,2,Galactose
342,17.319444444444443,A2,0.126,M2,23.0,1.0,2,Galactose
343,17.652777777777775,A2,0.131,M2,23.0,1.0,2,Galactose
344,17.98611111111111,A2,0.134,M2,23.0,1.0,2,Galactose
345,18.319444444444443,A2,0.138,M2,23.0,1.0,2,Galactose
346,18.652777777777775,A2,0.14300000000000002,M2,23.0,1.0,2,Galactose
347,18.98611111111111,A2,0.14700000000000002,M2,23.0,1.0,2,Galactose
348,19.319444444444443,A2,0.15100000000000002,M2,23.0,1.0,2,Galactose
349,19.652777777777775,A2,0.15400000000000003,M2,23.0,1.0,2,Galactose
350,19.98611111111111,A2,0.15900000000000003,M2,23.0,1.0,2,Galactose
351,20.319444444444443,A2,0.16399999999999998,M2,23.0,1.0,2,Galactose
352,20.652777777777775,A2,0.17099999999999999,M2,23.0,1.0,2,Galactose
353,20.98611111111111,A2,0.176,M2,23.0,1.0,2,Galactose
354,21.319444444444443,A2,0.183,M2,23.0,1.0,2,Galactose
355,21.652777777777775,A2,0.189,M2,23.0,1.0,2,Galactose
356,21.98611111111111,A2,0.196,M2,23.0,1.0,2,Galactose
357,22.319444444444443,A2,0.20400000000000001,M2,23.0,1.0,2,Galactose
358,22.652777777777775,A2,0.21099999999999997,M2,23.0,1.0,2,Galactose
359,22.98611111111111,A2,0.21699999999999997,M2,23.0,1.0,2,Galactose
360,23.319444444444443,A2,0.22499999999999998,M2,23.0,1.0,2,Galactose
361,23.652777777777775,A2,0.23399999999999999,M2,23.0,1.0,2,Galactose
362,23.98611111111111,A2,0.241,M2,23.0,1.0,2,Galactose
363,24.319444444444443,A2,0.251,M2,23.0,1.0,2,Galactose
364,24.652777777777775,A2,0.26,M2,23.0,1.0,2,Galactose
365,24.98611111111111,A2,0.268,M2,23.0,1.0,2,Galactose
366,25.319444444444443,A2,0.27899999999999997,M2,23.0,1.0,2,Galactose
367,25.652777777777775,A2,0.288,M2,23.0,1.0,2,Galactose
368,25.98611111111111,A2,0.297,M2,23.0,1.0,2,Galactose
369,26.319444444444443,A2,0.307,M2,23.0,1.0,2,Galactose
370,26.652777777777775,A2,0.319,M2,23.0,1.0,2,Galactose
371,26.98611111111111,A2,0.332,M2,23.0,1.0,2,Galactose
372,27.319444444444443,A2,0.344,M2,23.0,1.0,2,Galactose
373,27.652777777777775,A2,0.359,M2,23.0,1.0,2,Galactose
374,27.98611111111111,A2,0.375,M2,23.0,1.0,2,Galactose
375,28.319444444444443,A2,0.39,M2,23.0,1.0,2,Galactose
376,28.652777777777775,A2,0.40099999999999997,M2,23.0,1.0,2,Galactose
377,28.98611111111111,A2,0.417,M2,23.0,1.0,2,Galactose
378,29.319444444444443,A2,0.431,M2,23.0,1.0,2,Galactose
