,Hours,Well,OD600,Strain,Replicate,Carbon source
47,15.98611111111111,B2,0.101,aceE,1,Galactose
48,16.319444444444443,B2,0.102,aceE,1,Galactose
49,16.652777777777775,B2,0.102,aceE,1,Galactose
50,16.98611111111111,B2,0.102,aceE,1,Galactose
51,17.319444444444443,B2,0.102,aceE,1,Galactose
52,17.652777777777775,B2,0.102,aceE,1,Galactose
53,17.98611111111111,B2,0.102,aceE,1,Galactose
54,18.319444444444443,B2,0.103,aceE,1,Galactose
55,18.652777777777775,B2,0.103,aceE,1,Galactose
56,18.98611111111111,B2,0.103,aceE,1,Galactose
57,19.319444444444443,B2,0.104,aceE,1,Galactose
58,19.652777777777775,B2,0.104,aceE,1,Galactose
59,19.98611111111111,B2,0.104,aceE,1,Galactose
60,20.319444444444443,B2,0.104,aceE,1,Galactose
61,20.652777777777775,B2,0.104,aceE,1,Galactose
62,20.98611111111111,B2,0.104,aceE,1,Galactose
63,21.319444444444443,B2,0.105,aceE,1,Galactose
64,21.652777777777775,B2,0.105,aceE,1,Galactose
65,21.98611111111111,B2,0.106,aceE,1,Galactose
66,22.319444444444443,B2,0.106,aceE,1,Galactose
67,22.652777777777775,B2,0.107,aceE,1,Galactose
68,22.98611111111111,B2,0.107,aceE,1,Galactose
69,23.319444444444443,B2,0.108,aceE,1,Galactose
70,23.652777777777775,B2,0.108,aceE,1,Galactose
71,23.98611111111111,B2,0.109,aceE,1,Galactose
72,24.319444444444443,B2,0.109,aceE,1,Galactose
73,24.652777777777775,B2,0.11,aceE,1,Galactose
74,24.98611111111111,B2,0.11,aceE,1,Galactose
75,25.319444444444443,B2,0.111,aceE,1,Galactose
76,25.652777777777775,B2,0.112,aceE,1,Galactose
77,25.98611111111111,B2,0.113,aceE,1,Galactose
78,26.319444444444443,B2,0.114,aceE,1,Galactose
79,26.652777777777775,B2,0.116,aceE,1,Galactose
80,26.98611111111111,B2,0.118,aceE,1,Galactose
81,27.319444444444443,B2,0.12,aceE,1,Galactose
82,27.652777777777775,B2,0.123,aceE,1,Galactose
83,27.98611111111111,B2,0.126,aceE,1,Galactose
84,28.319444444444443,B2,0.129,aceE,1,Galactose
85,28.652777777777775,B2,0.133,aceE,1,Galactose
86,28.98611111111111,B2,0.139,aceE,1,Galactose
87,29.319444444444443,B2,0.142,aceE,1,Galactose
88,29.652777777777775,B2,0.148,aceE,1,Galactose
89,29.98611111111111,B2,0.151,aceE,1,Galactose
90,30.319444444444443,B2,0.153,aceE,1,Galactose
91,30.652777777777775,B2,0.156,aceE,1,Galactose
92,30.98611111111111,B2,0.158,aceE,1,Galactose
93,31.319444444444443,B2,0.159,aceE,1,Galactose
94,31.652777777777775,B2,0.161,aceE,1,Galactose
95,31.98611111111111,B2,0.164,aceE,1,Galactose
96,32.31944444444445,B2,0.171,aceE,1,Galactose
97,32.65277777777778,B2,0.177,aceE,1,Galactose
98,32.986111111111114,B2,0.184,aceE,1,Galactose
99,33.31944444444445,B2,0.194,aceE,1,Galactose
100,33.65277777777778,B2,0.205,aceE,1,Galactose
101,33.986111111111114,B2,0.221,aceE,1,Galactose
102,34.31944444444445,B2,0.233,aceE,1,Galactose
103,34.65277777777778,B2,0.25,aceE,1,Galactose
104,34.986111111111114,B2,0.267,aceE,1,Galactose
105,35.31944444444445,B2,0.285,aceE,1,Galactose
106,35.65277777777778,B2,0.306,aceE,1,Galactose
107,35.986111111111114,B2,0.324,aceE,1,Galactose
108,36.31944444444445,B2,0.343,aceE,1,Galactose
109,36.65277777777778,B2,0.366,aceE,1,Galactose
110,36.986111111111114,B2,0.398,aceE,1,Galactose
111,37.31944444444445,B2,0.406,aceE,1,Galactose
112,37.65277777777778,B2,0.429,aceE,1,Galactose
113,37.986111111111114,B2,0.421,aceE,1,Galactose
114,38.31944444444445,B2,0.445,aceE,1,Galactose
115,38.65277777777778,B2,0.449,aceE,1,Galactose
116,38.986111111111114,B2,0.453,aceE,1,Galactose
117,39.31944444444445,B2,0.456,aceE,1,Galactose
118,39.65277777777778,B2,0.457,aceE,1,Galactose
119,39.986111111111114,B2,0.458,aceE,1,Galactose
120,40.31944444444445,B2,0.459,aceE,1,Galactose
121,40.65277777777778,B2,0.459,aceE,1,Galactose
122,40.986111111111114,B2,0.46,aceE,1,Galactose
123,41.31944444444445,B2,0.459,aceE,1,Galactose
124,41.65277777777778,B2,0.46,aceE,1,Galactose
125,41.986111111111114,B2,0.489,aceE,1,Galactose
126,42.31944444444445,B2,0.526,aceE,1,Galactose
127,42.65277777777778,B2,0.532,aceE,1,Galactose
128,42.986111111111114,B2,0.545,aceE,1,Galactose
129,43.31944444444445,B2,0.544,aceE,1,Galactose
130,43.65277777777778,B2,0.546,aceE,1,Galactose
131,43.986111111111114,B2,0.536,aceE,1,Galactose
132,44.31944444444445,B2,0.522,aceE,1,Galactose
133,44.65277777777778,B2,0.515,aceE,1,Galactose
134,44.986111111111114,B2,0.511,aceE,1,Galactose
135,45.31944444444445,B2,0.511,aceE,1,Galactose
136,45.65277777777778,B2,0.507,aceE,1,Galactose
137,45.986111111111114,B2,0.509,aceE,1,Galactose
138,46.31944444444445,B2,0.504,aceE,1,Galactose
139,46.65277777777778,B2,0.51,aceE,1,Galactose
140,46.986111111111114,B2,0.511,aceE,1,Galactose
141,47.31944444444445,B2,0.508,aceE,1,Galactose
142,47.65277777777778,B2,0.508,aceE,1,Galactose
143,47.986111111111114,B2,0.508,aceE,1,Galactose
144,48.31944444444445,B2,0.508,aceE,1,Galactose
145,48.65277777777778,B2,0.506,aceE,1,Galactose
146,48.986111111111114,B2,0.503,aceE,1,Galactose
147,49.31944444444445,B2,0.503,aceE,1,Galactose
148,49.65277777777778,B2,0.503,aceE,1,Galactose
149,49.986111111111114,B2,0.503,aceE,1,Galactose
150,50.31944444444445,B2,0.503,aceE,1,Galactose
151,50.65277777777778,B2,0.503,aceE,1,Galactose
152,50.986111111111114,B2,0.502,aceE,1,Galactose
153,51.31944444444445,B2,0.501,aceE,1,Galactose
154,51.65277777777778,B2,0.5,aceE,1,Galactose
155,51.986111111111114,B2,0.5,aceE,1,Galactose
156,52.31944444444445,B2,0.499,aceE,1,Galactose
157,52.65277777777778,B2,0.499,aceE,1,Galactose
158,52.986111111111114,B2,0.497,aceE,1,Galactose
159,53.31944444444445,B2,0.498,aceE,1,Galactose
160,53.65277777777778,B2,0.496,aceE,1,Galactose
161,53.986111111111114,B2,0.496,aceE,1,Galactose
162,54.31944444444445,B2,0.498,aceE,1,Galactose
163,54.65277777777778,B2,0.496,aceE,1,Galactose
164,54.986111111111114,B2,0.495,aceE,1,Galactose
165,55.31944444444445,B2,0.493,aceE,1,Galactose
166,55.65277777777778,B2,0.491,aceE,1,Galactose
167,55.986111111111114,B2,0.49,aceE,1,Galactose
168,56.31944444444445,B2,0.49,aceE,1,Galactose
169,56.65277777777778,B2,0.488,aceE,1,Galactose
170,56.986111111111114,B2,0.488,aceE,1,Galactose
171,57.31944444444445,B2,0.486,aceE,1,Galactose
172,57.65277777777778,B2,0.484,aceE,1,Galactose
173,57.986111111111114,B2,0.483,aceE,1,Galactose
174,58.31944444444445,B2,0.481,aceE,1,Galactose
175,58.65277777777778,B2,0.48,aceE,1,Galactose
176,58.986111111111114,B2,0.479,aceE,1,Galactose
177,59.31944444444445,B2,0.478,aceE,1,Galactose
178,59.65277777777778,B2,0.478,aceE,1,Galactose
179,59.986111111111114,B2,0.476,aceE,1,Galactose
180,60.31944444444445,B2,0.474,aceE,1,Galactose
181,60.65277777777778,B2,0.475,aceE,1,Galactose
182,60.986111111111114,B2,0.473,aceE,1,Galactose
183,61.31944444444445,B2,0.471,aceE,1,Galactose
184,61.65277777777778,B2,0.471,aceE,1,Galactose
185,61.986111111111114,B2,0.47,aceE,1,Galactose
186,62.31944444444445,B2,0.469,aceE,1,Galactose
187,62.65277777777778,B2,0.468,aceE,1,Galactose
188,62.986111111111114,B2,0.467,aceE,1,Galactose
189,63.31944444444445,B2,0.466,aceE,1,Galactose
190,63.65277777777778,B2,0.465,aceE,1,Galactose
191,63.986111111111114,B2,0.464,aceE,1,Galactose
192,64.31944444444444,B2,0.462,aceE,1,Galactose
193,64.65277777777779,B2,0.462,aceE,1,Galactose
194,64.98611111111111,B2,0.462,aceE,1,Galactose
195,65.31944444444444,B2,0.46,aceE,1,Galactose
196,65.65277777777779,B2,0.458,aceE,1,Galactose
197,65.98611111111111,B2,0.459,aceE,1,Galactose
198,66.31944444444444,B2,0.458,aceE,1,Galactose
199,66.65277777777779,B2,0.458,aceE,1,Galactose
200,66.98611111111111,B2,0.456,aceE,1,Galactose
201,67.31944444444444,B2,0.456,aceE,1,Galactose
202,67.65277777777779,B2,0.455,aceE,1,Galactose
203,67.98611111111111,B2,0.456,aceE,1,Galactose
204,68.31944444444444,B2,0.454,aceE,1,Galactose
205,68.65277777777779,B2,0.454,aceE,1,Galactose
206,68.98611111111111,B2,0.452,aceE,1,Galactose
207,69.31944444444444,B2,0.454,aceE,1,Galactose
208,69.65277777777779,B2,0.454,aceE,1,Galactose
209,69.98611111111111,B2,0.452,aceE,1,Galactose
210,70.31944444444444,B2,0.452,aceE,1,Galactose
211,70.65277777777779,B2,0.45,aceE,1,Galactose
212,70.98611111111111,B2,0.451,aceE,1,Galactose
213,71.31944444444444,B2,0.449,aceE,1,Galactose
214,71.65277777777779,B2,0.45,aceE,1,Galactose
215,71.98611111111111,B2,0.451,aceE,1,Galactose
216,72.31944444444444,B2,0.451,aceE,1,Galactose
217,72.65277777777779,B2,0.451,aceE,1,Galactose
218,72.98611111111111,B2,0.45,aceE,1,Galactose
219,73.31944444444444,B2,0.449,aceE,1,Galactose
220,73.65277777777779,B2,0.448,aceE,1,Galactose
221,73.98611111111111,B2,0.448,aceE,1,Galactose
222,74.31944444444444,B2,0.449,aceE,1,Galactose
223,74.65277777777779,B2,0.45,aceE,1,Galactose
224,74.98611111111111,B2,0.447,aceE,1,Galactose
225,75.31944444444444,B2,0.448,aceE,1,Galactose
226,75.65277777777779,B2,0.448,aceE,1,Galactose
227,75.98611111111111,B2,0.449,aceE,1,Galactose
228,76.31944444444444,B2,0.448,aceE,1,Galactose
229,76.65277777777779,B2,0.448,aceE,1,Galactose
230,76.98611111111111,B2,0.45,aceE,1,Galactose
231,77.31944444444444,B2,0.449,aceE,1,Galactose
232,77.65277777777779,B2,0.45,aceE,1,Galactose
233,77.98611111111111,B2,0.45,aceE,1,Galactose
234,78.31944444444444,B2,0.45,aceE,1,Galactose
235,78.65277777777779,B2,0.45,aceE,1,Galactose
236,78.98611111111111,B2,0.449,aceE,1,Galactose
237,79.31944444444444,B2,0.45,aceE,1,Galactose
238,79.65277777777779,B2,0.451,aceE,1,Galactose
239,79.98611111111111,B2,0.451,aceE,1,Galactose
240,80.31944444444444,B2,0.45,aceE,1,Galactose
241,80.65277777777779,B2,0.452,aceE,1,Galactose
242,80.98611111111111,B2,0.451,aceE,1,Galactose
243,81.31944444444444,B2,0.451,aceE,1,Galactose
244,81.65277777777779,B2,0.452,aceE,1,Galactose
245,81.98611111111111,B2,0.452,aceE,1,Galactose
246,82.31944444444444,B2,0.452,aceE,1,Galactose
247,82.65277777777779,B2,0.453,aceE,1,Galactose
248,82.98611111111111,B2,0.453,aceE,1,Galactose
249,83.31944444444444,B2,0.453,aceE,1,Galactose
250,83.65277777777779,B2,0.454,aceE,1,Galactose
251,83.98611111111111,B2,0.456,aceE,1,Galactose
252,84.31944444444444,B2,0.456,aceE,1,Galactose
253,84.65277777777779,B2,0.456,aceE,1,Galactose
254,84.98611111111111,B2,0.457,aceE,1,Galactose
255,85.31944444444444,B2,0.456,aceE,1,Galactose
256,85.65277777777779,B2,0.458,aceE,1,Galactose
257,85.98611111111111,B2,0.457,aceE,1,Galactose
258,86.31944444444444,B2,0.458,aceE,1,Galactose
259,86.65277777777779,B2,0.457,aceE,1,Galactose
260,86.98611111111111,B2,0.457,aceE,1,Galactose
261,87.31944444444444,B2,0.457,aceE,1,Galactose
262,87.65277777777779,B2,0.457,aceE,1,Galactose
263,87.98611111111111,B2,0.458,aceE,1,Galactose
264,88.31944444444444,B2,0.457,aceE,1,Galactose
265,88.65277777777779,B2,0.459,aceE,1,Galactose
266,88.98611111111111,B2,0.457,aceE,1,Galactose
267,89.31944444444444,B2,0.458,aceE,1,Galactose
268,89.65277777777779,B2,0.459,aceE,1,Galactose
269,89.98611111111111,B2,0.458,aceE,1,Galactose
270,90.31944444444444,B2,0.458,aceE,1,Galactose
271,90.65277777777779,B2,0.458,aceE,1,Galactose
272,90.98611111111111,B2,0.458,aceE,1,Galactose
273,91.31944444444444,B2,0.459,aceE,1,Galactose
274,91.65277777777779,B2,0.458,aceE,1,Galactose
275,91.98611111111111,B2,0.458,aceE,1,Galactose
276,92.31944444444444,B2,0.458,aceE,1,Galactose
277,92.65277777777779,B2,0.458,aceE,1,Galactose
278,92.98611111111111,B2,0.458,aceE,1,Galactose
279,93.31944444444444,B2,0.459,aceE,1,Galactose
280,93.65277777777779,B2,0.459,aceE,1,Galactose
281,93.98611111111111,B2,0.459,aceE,1,Galactose
282,94.31944444444444,B2,0.459,aceE,1,Galactose
283,94.65277777777779,B2,0.459,aceE,1,Galactose
284,94.98611111111111,B2,0.459,aceE,1,Galactose
285,95.31944444444444,B2,0.463,aceE,1,Galactose
286,95.65277777777779,B2,0.461,aceE,1,Galactose
287,95.98611111111111,B2,0.467,aceE,1,Galactose
288,96.31944444444444,B2,0.464,aceE,1,Galactose
289,96.65277777777779,B2,0.463,aceE,1,Galactose
290,96.98611111111111,B2,0.468,aceE,1,Galactose
291,97.31944444444444,B2,0.468,aceE,1,Galactose
292,97.65277777777779,B2,0.472,aceE,1,Galactose
293,97.98611111111111,B2,0.476,aceE,1,Galactose
294,98.31944444444444,B2,0.474,aceE,1,Galactose
295,98.65277777777779,B2,0.485,aceE,1,Galactose
296,98.98611111111111,B2,0.486,aceE,1,Galactose
297,99.31944444444444,B2,0.484,aceE,1,Galactose
298,99.65277777777779,B2,0.492,aceE,1,Galactose
299,99.98611111111111,B2,0.495,aceE,1,Galactose
300,100.31944444444444,B2,0.497,aceE,1,Galactose
301,100.65277777777779,B2,0.499,aceE,1,Galactose
302,100.98611111111111,B2,0.501,aceE,1,Galactose
303,101.31944444444444,B2,0.509,aceE,1,Galactose
304,101.65277777777779,B2,0.513,aceE,1,Galactose
305,101.98611111111111,B2,0.514,aceE,1,Galactose
306,102.31944444444444,B2,0.517,aceE,1,Galactose
307,102.65277777777779,B2,0.521,aceE,1,Galactose
308,102.98611111111111,B2,0.526,aceE,1,Galactose
309,103.31944444444444,B2,0.526,aceE,1,Galactose
310,103.65277777777779,B2,0.527,aceE,1,Galactose
311,103.98611111111111,B2,0.534,aceE,1,Galactose
312,104.31944444444444,B2,0.533,aceE,1,Galactose
313,104.65277777777779,B2,0.539,aceE,1,Galactose
314,104.98611111111111,B2,0.537,aceE,1,Galactose
315,105.31944444444444,B2,0.544,aceE,1,Galactose
316,105.65277777777779,B2,0.546,aceE,1,Galactose
317,105.98611111111111,B2,0.547,aceE,1,Galactose
318,106.31944444444444,B2,0.546,aceE,1,Galactose
319,106.65277777777779,B2,0.55,aceE,1,Galactose
320,106.98611111111111,B2,0.551,aceE,1,Galactose
321,107.31944444444444,B2,0.549,aceE,1,Galactose
322,107.65277777777779,B2,0.545,aceE,1,Galactose
323,107.98611111111111,B2,0.555,aceE,1,Galactose
324,108.31944444444444,B2,0.552,aceE,1,Galactose
325,108.65277777777779,B2,0.553,aceE,1,Galactose
326,108.98611111111111,B2,0.56,aceE,1,Galactose
327,0.3194444444444444,B3,0.097,cyoD,1,Galactose
328,0.6527777777777778,B3,0.099,cyoD,1,Galactose
329,0.986111111111111,B3,0.098,cyoD,1,Galactose
330,1.3194444444444444,B3,0.1,cyoD,1,Galactose
331,1.6527777777777777,B3,0.101,cyoD,1,Galactose
332,1.9861111111111112,B3,0.103,cyoD,1,Galactose
333,2.319444444444444,B3,0.105,cyoD,1,Galactose
334,2.6527777777777777,B3,0.106,cyoD,1,Galactose
335,2.986111111111111,B3,0.108,cyoD,1,Galactose
336,3.319444444444444,B3,0.108,cyoD,1,Galactose
337,3.6527777777777777,B3,0.11,cyoD,1,Galactose
338,3.986111111111111,B3,0.11,cyoD,1,Galactose
339,4.319444444444445,B3,0.112,cyoD,1,Galactose
340,4.652777777777779,B3,0.113,cyoD,1,Galactose
341,4.986111111111112,B3,0.116,cyoD,1,Galactose
342,5.319444444444445,B3,0.118,cyoD,1,Galactose
343,5.652777777777779,B3,0.125,cyoD,1,Galactose
344,5.986111111111112,B3,0.127,cyoD,1,Galactose
345,6.319444444444445,B3,0.133,cyoD,1,Galactose
346,6.652777777777779,B3,0.144,cyoD,1,Galactose
347,6.986111111111112,B3,0.152,cyoD,1,Galactose
348,7.319444444444445,B3,0.161,cyoD,1,Galactose
349,7.652777777777779,B3,0.175,cyoD,1,Galactose
350,7.986111111111112,B3,0.19,cyoD,1,Galactose
351,8.319444444444445,B3,0.208,cyoD,1,Galactose
352,8.652777777777779,B3,0.228,cyoD,1,Galactose
353,8.98611111111111,B3,0.252,cyoD,1,Galactose
354,9.319444444444445,B3,0.285,cyoD,1,Galactose
355,9.652777777777779,B3,0.344,cyoD,1,Galactose
356,9.98611111111111,B3,0.359,cyoD,1,Galactose
357,10.319444444444445,B3,0.373,cyoD,1,Galactose
358,10.652777777777779,B3,0.42,cyoD,1,Galactose
359,10.98611111111111,B3,0.439,cyoD,1,Galactose
360,11.319444444444445,B3,0.454,cyoD,1,Galactose
361,11.652777777777779,B3,0.46,cyoD,1,Galactose
362,11.98611111111111,B3,0.525,cyoD,1,Galactose
363,12.319444444444445,B3,0.522,cyoD,1,Galactose
364,12.652777777777779,B3,0.576,cyoD,1,Galactose
365,12.98611111111111,B3,0.61,cyoD,1,Galactose
366,13.319444444444445,B3,0.661,cyoD,1,Galactose
367,13.652777777777779,B3,0.694,cyoD,1,Galactose
368,13.98611111111111,B3,0.729,cyoD,1,Galactose
369,14.319444444444445,B3,0.736,cyoD,1,Galactose
370,14.652777777777779,B3,0.769,cyoD,1,Galactose
371,14.98611111111111,B3,0.801,cyoD,1,Galactose
372,15.319444444444445,B3,0.838,cyoD,1,Galactose
373,15.652777777777779,B3,0.882,cyoD,1,Galactose
374,15.98611111111111,B3,0.941,cyoD,1,Galactose
375,16.319444444444443,B3,0.975,cyoD,1,Galactose
376,16.652777777777775,B3,0.999,cyoD,1,Galactose
377,16.98611111111111,B3,1.0,cyoD,1,Galactose
378,17.319444444444443,B3,1.028,cyoD,1,Galactose
379,17.652777777777775,B3,1.036,cyoD,1,Galactose
380,17.98611111111111,B3,1.024,cyoD,1,Galactose
381,18.319444444444443,B3,1.024,cyoD,1,Galactose
382,18.652777777777775,B3,1.026,cyoD,1,Galactose
383,18.98611111111111,B3,1.028,cyoD,1,Galactose
384,19.319444444444443,B3,1.03,cyoD,1,Galactose
385,19.652777777777775,B3,1.03,cyoD,1,Galactose
386,19.98611111111111,B3,1.032,cyoD,1,Galactose
387,20.319444444444443,B3,1.025,cyoD,1,Galactose
388,20.652777777777775,B3,1.029,cyoD,1,Galactose
389,20.98611111111111,B3,1.032,cyoD,1,Galactose
390,21.319444444444443,B3,1.036,cyoD,1,Galactose
391,21.652777777777775,B3,1.03,cyoD,1,Galactose
392,21.98611111111111,B3,1.02,cyoD,1,Galactose
393,22.319444444444443,B3,0.997,cyoD,1,Galactose
394,22.652777777777775,B3,1.019,cyoD,1,Galactose
395,22.98611111111111,B3,1.014,cyoD,1,Galactose
396,23.319444444444443,B3,0.998,cyoD,1,Galactose
397,23.652777777777775,B3,1.0,cyoD,1,Galactose
398,23.98611111111111,B3,1.012,cyoD,1,Galactose
399,24.319444444444443,B3,1.022,cyoD,1,Galactose
400,24.652777777777775,B3,1.015,cyoD,1,Galactose
401,24.98611111111111,B3,1.011,cyoD,1,Galactose
402,25.319444444444443,B3,0.995,cyoD,1,Galactose
403,25.652777777777775,B3,1.004,cyoD,1,Galactose
404,25.98611111111111,B3,1.006,cyoD,1,Galactose
405,26.319444444444443,B3,1.014,cyoD,1,Galactose
406,26.652777777777775,B3,1.003,cyoD,1,Galactose
407,26.98611111111111,B3,1.008,cyoD,1,Galactose
408,27.319444444444443,B3,1.024,cyoD,1,Galactose
409,27.652777777777775,B3,1.022,cyoD,1,Galactose
410,27.98611111111111,B3,1.03,cyoD,1,Galactose
411,28.319444444444443,B3,1.024,cyoD,1,Galactose
412,28.652777777777775,B3,1.041,cyoD,1,Galactose
413,28.98611111111111,B3,1.056,cyoD,1,Galactose
414,29.319444444444443,B3,1.053,cyoD,1,Galactose
415,29.652777777777775,B3,1.052,cyoD,1,Galactose
416,29.98611111111111,B3,1.046,cyoD,1,Galactose
417,30.319444444444443,B3,1.045,cyoD,1,Galactose
418,30.652777777777775,B3,1.048,cyoD,1,Galactose
419,30.98611111111111,B3,1.046,cyoD,1,Galactose
420,31.319444444444443,B3,1.04,cyoD,1,Galactose
421,31.652777777777775,B3,1.046,cyoD,1,Galactose
422,31.98611111111111,B3,1.043,cyoD,1,Galactose
423,32.31944444444445,B3,1.05,cyoD,1,Galactose
424,32.65277777777778,B3,1.053,cyoD,1,Galactose
425,32.986111111111114,B3,1.048,cyoD,1,Galactose
426,33.31944444444445,B3,1.051,cyoD,1,Galactose
427,33.65277777777778,B3,1.048,cyoD,1,Galactose
428,33.986111111111114,B3,1.048,cyoD,1,Galactose
429,34.31944444444445,B3,1.055,cyoD,1,Galactose
430,34.65277777777778,B3,1.032,cyoD,1,Galactose
431,34.986111111111114,B3,1.044,cyoD,1,Galactose
432,35.31944444444445,B3,1.046,cyoD,1,Galactose
433,35.65277777777778,B3,1.051,cyoD,1,Galactose
434,35.986111111111114,B3,1.056,cyoD,1,Galactose
435,36.31944444444445,B3,1.052,cyoD,1,Galactose
436,36.65277777777778,B3,1.053,cyoD,1,Galactose
437,36.986111111111114,B3,1.054,cyoD,1,Galactose
438,37.31944444444445,B3,1.054,cyoD,1,Galactose
439,37.65277777777778,B3,1.047,cyoD,1,Galactose
440,37.986111111111114,B3,1.049,cyoD,1,Galactose
441,38.31944444444445,B3,1.045,cyoD,1,Galactose
442,38.65277777777778,B3,1.054,cyoD,1,Galactose
443,38.986111111111114,B3,1.061,cyoD,1,Galactose
444,39.31944444444445,B3,1.058,cyoD,1,Galactose
445,39.65277777777778,B3,1.057,cyoD,1,Galactose
446,39.986111111111114,B3,1.06,cyoD,1,Galactose
447,40.31944444444445,B3,1.058,cyoD,1,Galactose
448,40.65277777777778,B3,1.065,cyoD,1,Galactose
449,40.986111111111114,B3,1.064,cyoD,1,Galactose
450,41.31944444444445,B3,1.061,cyoD,1,Galactose
451,41.65277777777778,B3,1.06,cyoD,1,Galactose
452,41.986111111111114,B3,1.069,cyoD,1,Galactose
453,42.31944444444445,B3,1.074,cyoD,1,Galactose
454,42.65277777777778,B3,1.069,cyoD,1,Galactose
455,42.986111111111114,B3,1.067,cyoD,1,Galactose
456,43.31944444444445,B3,1.07,cyoD,1,Galactose
457,43.65277777777778,B3,1.069,cyoD,1,Galactose
458,43.986111111111114,B3,1.078,cyoD,1,Galactose
459,44.31944444444445,B3,1.081,cyoD,1,Galactose
460,44.65277777777778,B3,1.078,cyoD,1,Galactose
461,44.986111111111114,B3,1.077,cyoD,1,Galactose
462,45.31944444444445,B3,1.075,cyoD,1,Galactose
463,45.65277777777778,B3,1.076,cyoD,1,Galactose
464,45.986111111111114,B3,1.081,cyoD,1,Galactose
465,46.31944444444445,B3,1.084,cyoD,1,Galactose
466,46.65277777777778,B3,1.094,cyoD,1,Galactose
467,46.986111111111114,B3,1.09,cyoD,1,Galactose
468,47.31944444444445,B3,1.086,cyoD,1,Galactose
469,47.65277777777778,B3,1.093,cyoD,1,Galactose
470,47.986111111111114,B3,1.086,cyoD,1,Galactose
471,48.31944444444445,B3,1.088,cyoD,1,Galactose
472,48.65277777777778,B3,1.088,cyoD,1,Galactose
473,48.986111111111114,B3,1.092,cyoD,1,Galactose
474,49.31944444444445,B3,1.099,cyoD,1,Galactose
475,49.65277777777778,B3,1.098,cyoD,1,Galactose
476,49.986111111111114,B3,1.1,cyoD,1,Galactose
477,50.31944444444445,B3,1.099,cyoD,1,Galactose
478,50.65277777777778,B3,1.101,cyoD,1,Galactose
479,50.986111111111114,B3,1.1,cyoD,1,Galactose
480,51.31944444444445,B3,1.104,cyoD,1,Galactose
481,51.65277777777778,B3,1.108,cyoD,1,Galactose
482,51.986111111111114,B3,1.114,cyoD,1,Galactose
483,52.31944444444445,B3,1.117,cyoD,1,Galactose
484,52.65277777777778,B3,1.117,cyoD,1,Galactose
485,52.986111111111114,B3,1.127,cyoD,1,Galactose
486,53.31944444444445,B3,1.13,cyoD,1,Galactose
487,53.65277777777778,B3,1.135,cyoD,1,Galactose
488,53.986111111111114,B3,1.142,cyoD,1,Galactose
489,54.31944444444445,B3,1.141,cyoD,1,Galactose
490,54.65277777777778,B3,1.149,cyoD,1,Galactose
