,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Std.Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,MV min,MV max,Species,Dataset
43,M2,MALATE,Galactose,0.001709109058955602,0.00037901560090734565,0.05172761861107489,4.0,132.07156,1.5614526921833412,mal__L,0.05172761861107489,0.05184567303814225,E. coli,SINTEF-23
44,M2,CIS-ACONITATE,Galactose,0.00012053815299978307,2.064427634139551e-06,0.07655746928952878,6.0,171.08442,1.5695905837773254,acon_C,0.07655746928952323,0.0767315960964382,E. coli,SINTEF-23
45,M2,ISOCITRATE,Galactose,6.453172676064346e-05,inf,0.07655846742422034,6.0,189.09969999999998,1.5695905837773254,icit,0.07655846742422034,0.07673159609645208,E. coli,SINTEF-23
46,M2,TRANS-ACONITATE,Galactose,5.333708396977559e-06,8.972950927801171e-07,0.07655746928939,6.0,171.08442,0.0,acon_T,0.07655746928939,0.0767315960964382,E. coli,SINTEF-23
47,M3,PHENYLALANINE,Galactose,1.876260948454432e-05,1.195798026985265e-05,0.17692291248395664,9.0,165.18913999999998,0.047591984790000014,phe__L,0.17692291248395664,0.1773122017904083,E. coli,SINTEF-23
48,M3,LEUCINE,Galactose,0.00011510686077082294,inf,0.11814517783558798,6.0,131.17291999999998,0.11573510646600003,leu__L,0.11814517783558798,0.11820813452690093,E. coli,SINTEF-23
49,M3,ISOLEUCINE,Galactose,-1.9424173008247427e-05,inf,0.13145914563632566,6.0,131.17291999999998,0.074632832694,ile__L,0.13145914563632566,0.13168800951688375,E. coli,SINTEF-23
50,M3,METHIONINE,Galactose,1.0073867786488653e-05,inf,0.1560516956307434,5.0,149.21134,0.03971046542400005,met__L,0.15605169563073784,0.15605547584487955,E. coli,SINTEF-23
51,M3,GAMMA-AMINOBUTYRATE,Galactose,0.00011784870161500641,inf,0.07450006978316215,4.0,103.11976,0.0,4abut,0.07450006978316215,0.07465776917490452,E. coli,SINTEF-23
52,M3,PROLINE,Galactose,1.0575478841330041e-05,inf,0.09518975987968248,5.0,115.13046,0.056785934730000015,pro__L,0.09518975987968248,0.09539603839030797,E. coli,SINTEF-23
53,M3,TYROSINE,Galactose,8.901691877122514e-07,inf,0.1696845695067839,9.0,181.18854,0.035480837434000004,tyr__L,0.1696845695067839,0.17005380756520416,E. coli,SINTEF-23
54,M3,VALINE,Galactose,8.062516947423461e-06,inf,0.09421205729267523,5.0,117.14634,0.10870439353200002,val__L,0.09421205729267523,0.09435912492948562,E. coli,SINTEF-23
55,M3,PIPECOLIC ACID,Galactose,4.955681948750655e-06,2.473959655073567e-07,,,,,,,,E. coli,SINTEF-23
56,M3,BETA-ALANINE,Galactose,3.316007491772437e-05,inf,0.05173389504045667,3.0,89.09318,0.00014796633600000497,ala_B,0.05173389504045667,0.051845673038244944,E. coli,SINTEF-23
57,M3,ALANINE,Galactose,-0.0006857539612929944,inf,0.047586064920474014,3.0,89.09318,0.25851029017800004,ala__L,0.047586064920474014,0.04769801919501937,E. coli,SINTEF-23
58,M3,CREATINE,Galactose,5.297186146912878e-08,4.90296075691996e-07,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
59,M3,ALPHA-AMINOADIPATE,Galactose,1.325374470532785e-05,inf,,,,,,,,E. coli,SINTEF-23
60,M3,GLUTAMINE,Galactose,1.6705104541203595e-05,inf,0.07966872898061972,5.0,146.1445,0.4651216448900157,gln__L,0.07966872898061972,0.07984233647883587,E. coli,SINTEF-23
61,M3,GLUTAMATE,Galactose,0.005496211887256467,inf,0.07552428543040057,5.0,146.12132,2.594333457975043,glu__L,0.07552428543040057,0.07569468263576573,E. coli,SINTEF-23
62,M3,ASPARAGINE,Galactose,-0.00031676633923231933,inf,0.05694509877072207,4.0,132.11792,0.06192365473000001,asn__L,0.05694509877072207,0.05703024034198201,E. coli,SINTEF-23
63,M3,ASPARTATE,Galactose,0.00016935102642823407,1.2396762540395506e-05,0.05276570332189423,4.0,132.09474,0.7520797475940153,asp__L,0.05276570332189423,0.05288258649886746,E. coli,SINTEF-23
64,M3,LYSINE,Galactose,0.0001638372137052774,inf,0.12314860260724814,6.0,147.1955,0.08815325664600002,lys__L,0.12314860260723148,0.12339270183077122,E. coli,SINTEF-23
65,M3,LACTATE,Galactose,-0.0005920570587942025,0.0005554986973290968,0.05171280624457486,3.0,89.07,0.0,lac__L,0.051327216307792134,0.051712806244746945,E. coli,SINTEF-23
66,M3,HEXOSES including Glucose and Fructose,Galactose,-4.239893158058207,1.5245350532566864,0.10344609426635731,6.0,180.15588,0.0,fru,0.10344609426635731,0.10369134607633723,E. coli,SINTEF-23
67,M3,NAD,Galactose,-1.2960669960446934e-07,inf,0.37444224470069565,21.0,662.4171620000001,10.511720438272345,nad,0.37444224470069565,0.3748442160658255,E. coli,SINTEF-23
68,M3,SUCCINATE,Galactose,0.04670561806065026,inf,0.05586551645318516,4.0,116.07216,1.2935606683993255,succ,0.05586551645318516,0.05599332688128178,E. coli,SINTEF-23
69,M3,MALATE,Galactose,-0.0009376163203328494,0.0017662172249223995,0.05172761861107489,4.0,132.07156,1.5614526921833412,mal__L,0.05172761861107489,0.05184567303814225,E. coli,SINTEF-23
70,M3,CIS-ACONITATE,Galactose,8.9566945919439e-05,1.1315734390241891e-05,0.07655746928952878,6.0,171.08442,1.5695905837773254,acon_C,0.07655746928952323,0.0767315960964382,E. coli,SINTEF-23
71,M3,ISOCITRATE,Galactose,2.2234640204471654e-05,inf,0.07655846742422034,6.0,189.09969999999998,1.5695905837773254,icit,0.07655846742422034,0.07673159609645208,E. coli,SINTEF-23
72,M3,TRANS-ACONITATE,Galactose,4.145615851519875e-06,4.559460833663719e-07,0.07655746928939,6.0,171.08442,0.0,acon_T,0.07655746928939,0.0767315960964382,E. coli,SINTEF-23
73,M5,ISOLEUCINE,L-malate,,,0.12058671573419999,6.0,131.17291999999998,0.11252536804800005,ile__L,0.11944946756955455,0.1247040731719995,E. coli,SINTEF-23
74,M5,METHIONINE,L-malate,5.0335316941599754e-05,inf,0.1564555476614382,5.0,149.21134,0.05987223820800015,met__L,0.14697351955952342,0.15866430847585877,E. coli,SINTEF-23
75,M5,GAMMA-AMINOBUTYRATE,L-malate,0.001168384362453835,inf,0.06689289524322573,4.0,103.11976,0.0,4abut,0.06577544235298327,0.07092932810950914,E. coli,SINTEF-23
76,M5,PROLINE,L-malate,-1.807933362545196e-05,1.2488622036804714e-05,0.08480261235927489,5.0,115.13046,0.08561725416000004,pro__L,0.08328893883632893,0.09026922043201546,E. coli,SINTEF-23
77,M5,TYROSINE,L-malate,6.868467660390813e-06,inf,0.16456878531938002,9.0,181.18854,0.05349514612800003,tyr__L,0.16251855413331184,0.1719820806751482,E. coli,SINTEF-23
78,M5,PIPECOLIC ACID,L-malate,1.2302451673184252e-05,inf,,,,,,,,E. coli,SINTEF-23
79,M5,BETA-ALANINE,L-malate,0.00013146747057611312,1.4202819729431788e-05,0.04421985541475104,3.0,89.09318,0.00022309171200030065,ala_B,0.04337202543762131,0.04728119167657363,E. coli,SINTEF-23
80,M5,ALANINE,L-malate,-0.0024966130317279176,inf,0.044121111282963144,3.0,89.09318,0.38976097377600016,ala__L,0.04324622552725477,0.047279869400723706,E. coli,SINTEF-23
81,M5,CREATINE,L-malate,7.567969439142998e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
82,M5,ALPHA-AMINOADIPATE,L-malate,3.8280642398349684e-05,inf,,,,,,,,E. coli,SINTEF-23
83,M5,GLUTAMINE,L-malate,0.00016978509468232992,inf,0.07168720294922215,5.0,146.1445,0.70127291688,gln__L,0.07041020082162452,0.07629910183579725,E. coli,SINTEF-23
84,M5,GLUTAMATE,L-malate,0.005263660879907861,0.0035533811089210722,0.06724604797417322,5.0,146.12132,3.890377848096001,glu__L,0.06593072171742209,0.07199517185068616,E. coli,SINTEF-23
85,M5,ASPARAGINE,L-malate,0.0003959993108333265,1.207750726245673e-05,0.051653272822071994,4.0,132.11792,0.09336349416000005,asn__L,0.05136900663748056,0.052686305534382916,E. coli,SINTEF-23
86,M5,ASPARTATE,L-malate,0.005199377794291454,0.004540495519096101,0.04504399214356192,4.0,132.09474,1.1339252088479996,asp__L,0.04412733787535483,0.04835334233133648,E. coli,SINTEF-23
87,M5,LYSINE,L-malate,5.540233989324562e-05,inf,0.11150020774101654,6.0,147.1955,0.13291037323200006,lys__L,0.10993572447913769,0.11715459349826429,E. coli,SINTEF-23
88,M5,PYRUVATE,L-malate,0.04756856114620785,inf,0.03693511241641967,3.0,87.05412,5.941058990552235,pyr,0.03615372888379209,0.03975583931088433,E. coli,SINTEF-23
89,M5,LACTATE,L-malate,-0.008698737755318684,inf,0.05329153650667218,3.0,89.07,0.0,lac__L,0.050388334905476784,0.05329153650667218,E. coli,SINTEF-23
90,M5,NAD,L-malate,3.438302949493883e-07,inf,0.38619947486471795,21.0,662.4171620000001,18.538722885537165,nad,0.38032007610749874,0.38653771001007087,E. coli,SINTEF-23
91,M5,SUCCINATE,L-malate,-0.46418231750310773,0.28299727456314605,0.04898553341690093,4.0,116.07216,2.9107051145842333,succ,0.04797030969652116,0.052650582024438286,E. coli,SINTEF-23
92,M5,MALATE,L-malate,-18.516749442835813,2.8678031190959907,0.04495041982731651,4.0,132.07156,12.053508640712467,mal__L,0.04400812685160238,0.04835208931094348,E. coli,SINTEF-23
93,M5,CIS-ACONITATE,L-malate,0.0005059398325210596,9.341685312941974e-05,0.06815551411978316,6.0,171.08442,3.326880766760234,acon_C,0.06679474373378347,0.07306846514575915,E. coli,SINTEF-23
94,M5,CITRATE,L-malate,0.0169680950289414,inf,0.06809359812270932,6.0,189.09969999999998,3.326880766760234,cit,0.06671586282492314,0.07306763603304178,E. coli,SINTEF-23
95,M5,ISOCITRATE,L-malate,0.0012180902075337831,inf,0.06821743011670711,6.0,189.09969999999998,3.326880766760234,icit,0.06687362464293245,0.07306929425868192,E. coli,SINTEF-23
96,M5,TRANS-ACONITATE,L-malate,6.600418284420572e-07,inf,0.06815551411972764,6.0,171.08442,0.0,acon_T,0.06679474373355587,0.07306846514577026,E. coli,SINTEF-23
97,M6,PHENYLALANINE,L-malate,,,0.17144548839231888,9.0,165.18913999999998,0.07175535768000005,phe__L,0.1692170082907285,0.17950196900695103,E. coli,SINTEF-23
98,M6,LEUCINE,L-malate,7.221432413508223e-05,inf,0.1226280599372298,6.0,131.17291999999998,0.1744960626720001,leu__L,0.1173036057816601,0.12411259540781594,E. coli,SINTEF-23
99,M6,ISOLEUCINE,L-malate,4.476141067214557e-05,inf,0.12058671573419999,6.0,131.17291999999998,0.11252536804800005,ile__L,0.11944946756955455,0.1247040731719995,E. coli,SINTEF-23
100,M6,METHIONINE,L-malate,2.9669565812163154e-05,1.1663880620585834e-06,0.1564555476614382,5.0,149.21134,0.05987223820800015,met__L,0.14697351955952342,0.15866430847585877,E. coli,SINTEF-23
101,M6,GAMMA-AMINOBUTYRATE,L-malate,-4.140227185514265e-07,inf,0.06689289524322573,4.0,103.11976,0.0,4abut,0.06577544235298327,0.07092932810950914,E. coli,SINTEF-23
102,M6,PROLINE,L-malate,-2.195264990551814e-05,inf,0.08480261235927489,5.0,115.13046,0.08561725416000004,pro__L,0.08328893883632893,0.09026922043201546,E. coli,SINTEF-23
103,M6,PIPECOLIC ACID,L-malate,1.5083042870664027e-06,inf,,,,,,,,E. coli,SINTEF-23
104,M6,BETA-ALANINE,L-malate,0.00010157100659164843,1.106769927666098e-05,0.04421985541475104,3.0,89.09318,0.00022309171200030065,ala_B,0.04337202543762131,0.04728119167657363,E. coli,SINTEF-23
105,M6,CREATINE,L-malate,-2.5485914326695546e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
106,M6,ALPHA-AMINOADIPATE,L-malate,6.0885824060188946e-05,inf,,,,,,,,E. coli,SINTEF-23
107,M6,GLUTAMATE,L-malate,0.004152712751493519,0.001327449985708223,0.06724604797417322,5.0,146.12132,3.890377848096001,glu__L,0.06593072171742209,0.07199517185068616,E. coli,SINTEF-23
108,M6,ASPARAGINE,L-malate,0.00021080870227076776,0.00010575787682206039,0.051653272822071994,4.0,132.11792,0.09336349416000005,asn__L,0.05136900663748056,0.052686305534382916,E. coli,SINTEF-23
109,M6,ASPARTATE,L-malate,0.005384987611536137,0.006210366393525982,0.04504399214356192,4.0,132.09474,1.1339252088479996,asp__L,0.04412733787535483,0.04835334233133648,E. coli,SINTEF-23
110,M6,PYRUVATE,L-malate,0.28071339237594006,inf,0.03693511241641967,3.0,87.05412,5.941058990552235,pyr,0.03615372888379209,0.03975583931088433,E. coli,SINTEF-23
111,M6,LACTATE,L-malate,,,0.05329153650667218,3.0,89.07,0.0,lac__L,0.050388334905476784,0.05329153650667218,E. coli,SINTEF-23
112,M6,NAD,L-malate,-3.642493957034573e-05,inf,0.38619947486471795,21.0,662.4171620000001,18.538722885537165,nad,0.38032007610749874,0.38653771001007087,E. coli,SINTEF-23
113,M6,SUCCINATE,L-malate,,,0.04898553341690093,4.0,116.07216,2.9107051145842333,succ,0.04797030969652116,0.052650582024438286,E. coli,SINTEF-23
114,M6,MALATE,L-malate,-15.958593029554455,4.978514419165887,0.04495041982731651,4.0,132.07156,12.053508640712467,mal__L,0.04400812685160238,0.04835208931094348,E. coli,SINTEF-23
115,M6,CIS-ACONITATE,L-malate,0.00038072754659017127,3.311646071525446e-05,0.06815551411978316,6.0,171.08442,3.326880766760234,acon_C,0.06679474373378347,0.07306846514575915,E. coli,SINTEF-23
116,M6,CITRATE,L-malate,0.0035006826252152834,inf,0.06809359812270932,6.0,189.09969999999998,3.326880766760234,cit,0.06671586282492314,0.07306763603304178,E. coli,SINTEF-23
117,M6,ISOCITRATE,L-malate,0.0008585405902567478,inf,0.06821743011670711,6.0,189.09969999999998,3.326880766760234,icit,0.06687362464293245,0.07306929425868192,E. coli,SINTEF-23
118,M6,TRANS-ACONITATE,L-malate,2.1841204978992686e-05,inf,0.06815551411972764,6.0,171.08442,0.0,acon_T,0.06679474373355587,0.07306846514577026,E. coli,SINTEF-23
119,M7,PHENYLALANINE,L-malate,,,0.17144548839231888,9.0,165.18913999999998,0.07175535768000005,phe__L,0.1692170082907285,0.17950196900695103,E. coli,SINTEF-23
120,M7,LEUCINE,L-malate,5.368934579134557e-05,inf,0.1226280599372298,6.0,131.17291999999998,0.1744960626720001,leu__L,0.1173036057816601,0.12411259540781594,E. coli,SINTEF-23
121,M7,ISOLEUCINE,L-malate,,,0.12058671573419999,6.0,131.17291999999998,0.11252536804800005,ile__L,0.11944946756955455,0.1247040731719995,E. coli,SINTEF-23
122,M7,METHIONINE,L-malate,1.2785878349094655e-05,inf,0.1564555476614382,5.0,149.21134,0.05987223820800015,met__L,0.14697351955952342,0.15866430847585877,E. coli,SINTEF-23
123,M7,GAMMA-AMINOBUTYRATE,L-malate,0.001987083996213749,inf,0.06689289524322573,4.0,103.11976,0.0,4abut,0.06577544235298327,0.07092932810950914,E. coli,SINTEF-23
124,M7,PROLINE,L-malate,-2.607927913418704e-05,inf,0.08480261235927489,5.0,115.13046,0.08561725416000004,pro__L,0.08328893883632893,0.09026922043201546,E. coli,SINTEF-23
125,M7,PIPECOLIC ACID,L-malate,5.5424620833793605e-05,inf,,,,,,,,E. coli,SINTEF-23
126,M7,BETA-ALANINE,L-malate,0.0005466337315706127,inf,0.04421985541475104,3.0,89.09318,0.00022309171200030065,ala_B,0.04337202543762131,0.04728119167657363,E. coli,SINTEF-23
127,M7,CREATINE,L-malate,-4.546045813804989e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
128,M7,ALPHA-AMINOADIPATE,L-malate,3.4286529411194066e-05,inf,,,,,,,,E. coli,SINTEF-23
129,M7,GLUTAMATE,L-malate,,,0.06724604797417322,5.0,146.12132,3.890377848096001,glu__L,0.06593072171742209,0.07199517185068616,E. coli,SINTEF-23
130,M7,ASPARAGINE,L-malate,0.00024046090072871764,8.214372124767042e-05,0.051653272822071994,4.0,132.11792,0.09336349416000005,asn__L,0.05136900663748056,0.052686305534382916,E. coli,SINTEF-23
131,M7,ASPARTATE,L-malate,,,0.04504399214356192,4.0,132.09474,1.1339252088479996,asp__L,0.04412733787535483,0.04835334233133648,E. coli,SINTEF-23
132,M7,PYRUVATE,L-malate,0.07765510542278982,inf,0.03693511241641967,3.0,87.05412,5.941058990552235,pyr,0.03615372888379209,0.03975583931088433,E. coli,SINTEF-23
133,M7,LACTATE,L-malate,-0.011638334115026312,inf,0.05329153650667218,3.0,89.07,0.0,lac__L,0.050388334905476784,0.05329153650667218,E. coli,SINTEF-23
134,M7,NAD,L-malate,6.932914936658831e-05,inf,0.38619947486471795,21.0,662.4171620000001,18.538722885537165,nad,0.38032007610749874,0.38653771001007087,E. coli,SINTEF-23
135,M7,SUCCINATE,L-malate,,,0.04898553341690093,4.0,116.07216,2.9107051145842333,succ,0.04797030969652116,0.052650582024438286,E. coli,SINTEF-23
136,M7,MALATE,L-malate,-19.248405503530382,0.1898058054602987,0.04495041982731651,4.0,132.07156,12.053508640712467,mal__L,0.04400812685160238,0.04835208931094348,E. coli,SINTEF-23
137,M7,CIS-ACONITATE,L-malate,0.0005312097236312862,6.873700730644081e-05,0.06815551411978316,6.0,171.08442,3.326880766760234,acon_C,0.06679474373378347,0.07306846514575915,E. coli,SINTEF-23
138,M7,CITRATE,L-malate,0.00010428178860988762,inf,0.06809359812270932,6.0,189.09969999999998,3.326880766760234,cit,0.06671586282492314,0.07306763603304178,E. coli,SINTEF-23
139,M7,ISOCITRATE,L-malate,0.00014715585862076154,inf,0.06821743011670711,6.0,189.09969999999998,3.326880766760234,icit,0.06687362464293245,0.07306929425868192,E. coli,SINTEF-23
140,M7,TRANS-ACONITATE,L-malate,1.444920008046883e-05,1.7810197823287726e-06,0.06815551411972764,6.0,171.08442,0.0,acon_T,0.06679474373355587,0.07306846514577026,E. coli,SINTEF-23
141,M9,PHENYLALANINE,L-alanine,5.8196472337569e-06,7.079157123852594e-07,0.18748225134763985,9.0,165.18913999999998,0.037478738969999835,phe__L,0.18748225134761765,0.1877767311957823,E. coli,SINTEF-23
142,M9,LEUCINE,L-alanine,0.00010947460562761029,3.457698580920679e-05,0.11344878644185818,6.0,131.17291999999998,0.0911415202379996,leu__L,0.11344878644185818,0.11349905933647486,E. coli,SINTEF-23
143,M9,ISOLEUCINE,L-alanine,0.0007341903741088777,inf,0.12474699106116982,6.0,131.17291999999998,0.05877343564199973,ile__L,0.12474699106115872,0.12495309284751288,E. coli,SINTEF-23
144,M9,METHIONINE,L-alanine,1.1725140019988843e-05,6.6620258185482795e-06,0.15195175902542601,5.0,149.21134,0.03127203403199986,met__L,0.15195175902542324,0.15202626296444977,E. coli,SINTEF-23
145,M9,GAMMA-AMINOBUTYRATE,L-alanine,0.0074576921296847605,inf,0.0727536335283413,4.0,103.11976,0.0,4abut,0.07275363352833575,0.07288930416088912,E. coli,SINTEF-23
146,M9,PROLINE,L-alanine,0.0003194256370714299,inf,0.09146098478233222,5.0,115.13046,0.0447189843899998,pro__L,0.0914609847823239,0.09163226808822922,E. coli,SINTEF-23
147,M9,VALINE,L-alanine,,,0.09045385034804343,5.0,117.14634,4.695057758263243,val__L,0.09045385034801567,0.09059099231444045,E. coli,SINTEF-23
148,M9,PIPECOLIC ACID,L-alanine,1.8187093897110817e-05,1.6494325320695595e-06,,,,,,,,E. coli,SINTEF-23
149,M9,ALPHA-AMINOBUTYRATE,L-alanine,0.1719571267155198,0.03845616955457195,,,,,,,,E. coli,SINTEF-23
