,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Rate var,Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,Species,Dataset
42,M2,SUCCINATE,Galactose,0.004997846307229557,4.361277116630574e-06,0.03551995276357134,4.0,116.07216,1.6613436287528256,succ,E. coli,SINTEF-23
43,M2,MALATE,Galactose,0.0017091090598860316,1.436528239736729e-07,0.03300439193861526,4.0,132.07156,1.9120736459507608,mal__L,E. coli,SINTEF-23
44,M2,CIS-ACONITATE,Galactose,0.00011393929237812382,4.031069886120316e-11,,,,,,E. coli,SINTEF-23
45,M2,ISOCITRATE,Galactose,4.377543344265966e-05,8.502829743990467e-11,0.049483925686172325,6.0,189.09969999999998,1.919690198584511,icit,E. coli,SINTEF-23
46,M2,TRANS-ACONITATE,Galactose,5.151247542353701e-06,2.8798498939949325e-13,0.04908424941123257,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
47,M3,PHENYLALANINE,Galactose,1.8762609647335e-05,1.4299328910701165e-10,0.11866387162969283,9.0,165.18913999999998,0.044543092385986346,phe__L,E. coli,SINTEF-23
48,M3,LEUCINE,Galactose,0.00011806088848540084,1.2051035552628239e-11,0.15782023224080177,6.0,131.17291999999998,0.10832075111732282,leu__L,E. coli,SINTEF-23
49,M3,ISOLEUCINE,Galactose,-1.9424173007995902e-05,inf,0.11225894287488214,6.0,131.17291999999998,0.06985161842662255,ile__L,E. coli,SINTEF-23
50,M3,METHIONINE,Galactose,1.0073867786358207e-05,inf,0.22128314764942314,5.0,149.21134,0.03716648796802052,met__L,E. coli,SINTEF-23
51,M3,GAMMA-AMINOBUTYRATE,Galactose,0.00011784870161539234,inf,0.05245112203700608,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
52,M3,PROLINE,Galactose,1.0575478841193101e-05,inf,0.0651093653681184,5.0,115.13046,0.0531480489427804,pro__L,E. coli,SINTEF-23
53,M3,TYROSINE,Galactose,8.901691877151665e-07,inf,0.11545419914152644,9.0,181.18854,0.03320782326537688,tyr__L,E. coli,SINTEF-23
54,M3,VALINE,Galactose,1.551307948330156e-05,1.0164346325453645e-10,0.08721324784586315,5.0,117.14634,0.10174044779229079,val__L,E. coli,SINTEF-23
55,M3,PIPECOLIC ACID,Galactose,6.559991786861869e-06,1.948941041096784e-12,,,,,,E. coli,SINTEF-23
56,M3,BETA-ALANINE,Galactose,3.316007491729498e-05,inf,0.03551761963033473,3.0,89.09318,0.00013848714659706052,ala_B,E. coli,SINTEF-23
57,M3,ALANINE,Galactose,-0.0006857539612952402,inf,0.029024944803721087,3.0,89.09318,0.24320074031798772,ala__L,E. coli,SINTEF-23
58,M3,CREATINE,Galactose,1.3473783448973306e-06,inf,,,,,,E. coli,SINTEF-23
59,M3,ALPHA-AMINOADIPATE,Galactose,1.3253744705371253e-05,inf,,,,,,E. coli,SINTEF-23
60,M3,GLUTAMINE,Galactose,1.6705104540987283e-05,inf,0.05410875973189955,5.0,146.1445,0.4353244877362512,gln__L,E. coli,SINTEF-23
61,M3,GLUTAMATE,Galactose,0.004996685187694806,3.445977467740346e-07,0.04897214592872734,5.0,146.12132,2.415003778211794,glu__L,E. coli,SINTEF-23
62,M3,ASPARAGINE,Galactose,8.403996811809957e-06,1.4602155118452678e-07,0.05421107335690789,4.0,132.11792,0.057956630421849446,asn__L,E. coli,SINTEF-23
63,M3,ASPARTATE,Galactose,0.0001693510264669816,1.5367972139704108e-10,0.03507890999502883,4.0,132.09474,0.958964585062444,asp__L,E. coli,SINTEF-23
64,M3,LYSINE,Galactose,0.0001638372137058139,inf,0.09331417986495893,6.0,147.1955,0.08250588144694064,lys__L,E. coli,SINTEF-23
65,M3,LACTATE,Galactose,-0.0005920570704232713,3.0857881379720153e-07,0.037397193367424975,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
66,M3,HEXOSES including Glucose and Fructose,Galactose,-4.2398931580035635,2.324207128620297,0.06234773273726957,6.0,180.15588,0.0,fru,E. coli,SINTEF-23
67,M3,NAD,Galactose,1.3674227549217953e-05,2.631446358102633e-10,0.35677048713345094,21.0,662.4171620000001,10.809530100297726,nad,E. coli,SINTEF-23
68,M3,SUCCINATE,Galactose,0.03103491586091463,3.523321863290723e-05,0.03551995276357134,4.0,116.07216,1.6613436287528256,succ,E. coli,SINTEF-23
69,M3,MALATE,Galactose,-0.0009376162765917862,3.119523334382406e-06,0.03300439193861526,4.0,132.07156,1.9120736459507608,mal__L,E. coli,SINTEF-23
70,M3,CIS-ACONITATE,Galactose,9.32431246814258e-05,4.8552393334849214e-11,,,,,,E. coli,SINTEF-23
71,M3,ISOCITRATE,Galactose,2.223464020454447e-05,inf,0.049483925686172325,6.0,189.09969999999998,1.919690198584511,icit,E. coli,SINTEF-23
72,M3,TRANS-ACONITATE,Galactose,4.312364060082335e-06,8.322498306067087e-14,0.04908424941123257,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
73,M5,ISOLEUCINE,L-malate,1.0204116223066364e-05,4.271127287147714e-09,0.0884509497020125,6.0,131.17291999999998,0.15980021873988434,ile__L,E. coli,SINTEF-23
74,M5,METHIONINE,L-malate,6.531412109609924e-05,2.3980930625784944e-10,0.2696903812129392,5.0,149.21134,0.08502613168973258,met__L,E. coli,SINTEF-23
75,M5,GAMMA-AMINOBUTYRATE,L-malate,0.0016187063069687594,2.167494407203923e-07,0.02476160482044465,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
76,M5,PROLINE,L-malate,-1.8079333547853048e-05,1.5596567780854582e-10,0.026966921765958496,5.0,115.13046,0.12158730231248907,pro__L,E. coli,SINTEF-23
77,M5,TYROSINE,L-malate,6.868467660596074e-06,inf,0.09115334656627505,9.0,181.18854,0.07596985640722298,tyr__L,E. coli,SINTEF-23
78,M5,PIPECOLIC ACID,L-malate,1.5023006899133352e-05,6.130505440175263e-13,,,,,,E. coli,SINTEF-23
79,M5,BETA-ALANINE,L-malate,0.00014663108880773497,1.8700217776745017e-10,0.011974288601146466,3.0,89.09318,0.00031681837611469144,ala_B,E. coli,SINTEF-23
80,M5,ALANINE,L-malate,-0.0024966130317736084,inf,0.010561305400458298,3.0,89.09318,0.5535097546991062,ala__L,E. coli,SINTEF-23
81,M5,CREATINE,L-malate,7.567969439369165e-07,inf,,,,,,E. coli,SINTEF-23
82,M5,ALPHA-AMINOADIPATE,L-malate,1.0955637263748447e-05,6.18445896160077e-11,,,,,,E. coli,SINTEF-23
83,M5,GLUTAMINE,L-malate,8.359376121009307e-05,6.153305369871488e-10,0.021392244533502414,5.0,146.1445,0.995896014007986,gln__L,E. coli,SINTEF-23
84,M5,GLUTAMATE,L-malate,0.0052636608753808675,1.2626517157471099e-05,0.015420317706582587,5.0,146.12132,5.5248273512987724,glu__L,E. coli,SINTEF-23
85,M5,ASPARAGINE,L-malate,0.00039599931083616493,1.458661700487177e-10,0.04636937680143616,4.0,132.11792,0.13258794037202076,asn__L,E. coli,SINTEF-23
86,M5,ASPARTATE,L-malate,0.005199377794459895,2.0616099815437085e-05,0.009372566318077702,4.0,132.09474,2.5253323244455914,asp__L,E. coli,SINTEF-23
87,M5,LYSINE,L-malate,5.540233989425954e-05,inf,0.05667496704129249,6.0,147.1955,0.188749497857348,lys__L,E. coli,SINTEF-23
88,M5,PYRUVATE,L-malate,0.12003472919117775,0.005612835787506926,0.0059807360155983424,3.0,87.05412,11.551737719780725,pyr,E. coli,SINTEF-23
89,M5,LACTATE,L-malate,-0.008698737755477881,inf,0.026627956375169237,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
90,M5,NAD,L-malate,4.2223413855507006e-05,1.4527334762541413e-10,0.3804887722404726,21.0,662.4171620000001,39.04569909886371,nad,E. coli,SINTEF-23
91,M5,GLUTARATE,L-malate,4.114064144884908e-05,1.1915218084816714e-07,,,,,,E. coli,SINTEF-23
92,M5,SUCCINATE,L-malate,-0.464182319986439,0.08008745661161178,0.008195250394038567,4.0,116.07216,7.842832995712613,succ,E. coli,SINTEF-23
93,M5,MALATE,L-malate,-18.5167494330341,8.2242947346728,0.00803358942105259,4.0,132.07156,23.941451885577877,mal__L,E. coli,SINTEF-23
94,M5,CIS-ACONITATE,L-malate,0.00045180848369544513,4.0335551277692915e-09,,,,,,E. coli,SINTEF-23
95,M5,CITRATE,L-malate,0.016968095029251933,inf,0.013153630711526532,6.0,189.09969999999998,8.433854926194723,cit,E. coli,SINTEF-23
96,M5,ISOCITRATE,L-malate,0.00032155434378262714,6.657582580836936e-08,0.014925609707228116,6.0,189.09969999999998,8.433854926194723,icit,E. coli,SINTEF-23
97,M5,TRANS-ACONITATE,L-malate,1.0144299943158042e-05,7.450543221320754e-12,0.014039620209493897,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
98,M6,PHENYLALANINE,L-malate,1.2002354234956563e-05,inf,0.09130803511104846,9.0,165.18913999999998,0.1019016605049571,phe__L,E. coli,SINTEF-23
99,M6,LEUCINE,L-malate,7.221432413633437e-05,inf,0.21590942433142857,6.0,131.17291999999998,0.24780642327994398,leu__L,E. coli,SINTEF-23
100,M6,ISOLEUCINE,L-malate,4.476141067292168e-05,inf,0.0884509497020125,6.0,131.17291999999998,0.15980021873988434,ile__L,E. coli,SINTEF-23
101,M6,METHIONINE,L-malate,3.885877143893093e-05,6.342570235740748e-11,0.2696903812129392,5.0,149.21134,0.08502613168973258,met__L,E. coli,SINTEF-23
102,M6,GAMMA-AMINOBUTYRATE,L-malate,0.00031699245472264207,1.419427655649132e-07,0.02476160482044465,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
103,M6,PROLINE,L-malate,-2.195264990485171e-05,inf,0.026966921765958496,5.0,115.13046,0.12158730231248907,pro__L,E. coli,SINTEF-23
104,M6,PIPECOLIC ACID,L-malate,8.981463493183831e-06,7.446779531204298e-12,,,,,,E. coli,SINTEF-23
105,M6,BETA-ALANINE,L-malate,0.00011273119261321761,1.2962639526241575e-10,0.011974288601146466,3.0,89.09318,0.00031681837611469144,ala_B,E. coli,SINTEF-23
106,M6,CREATINE,L-malate,-2.5485914325921856e-07,inf,,,,,,E. coli,SINTEF-23
107,M6,ALPHA-AMINOADIPATE,L-malate,3.592308764863914e-05,8.308918832339146e-11,,,,,,E. coli,SINTEF-23
108,M6,GLUTAMATE,L-malate,0.004152712742662007,1.7621233890186687e-06,0.015420317706582587,5.0,146.12132,5.5248273512987724,glu__L,E. coli,SINTEF-23
109,M6,ASPARAGINE,L-malate,0.0002108087012207973,1.1184728365646159e-08,0.04636937680143616,4.0,132.11792,0.13258794037202076,asn__L,E. coli,SINTEF-23
110,M6,ASPARTATE,L-malate,0.0053849876294429725,3.8568651774816316e-05,0.009372566318077702,4.0,132.09474,2.5253323244455914,asp__L,E. coli,SINTEF-23
111,M6,PYRUVATE,L-malate,0.29087592687061464,0.00014550762221964155,0.0059807360155983424,3.0,87.05412,11.551737719780725,pyr,E. coli,SINTEF-23
112,M6,LACTATE,L-malate,0.0001642112841828031,inf,0.026627956375169237,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
113,M6,NAD,L-malate,7.432062992242811e-06,2.7099395492559305e-09,0.3804887722404726,21.0,662.4171620000001,39.04569909886371,nad,E. coli,SINTEF-23
114,M6,GLUTARATE,L-malate,0.0004275782818846077,inf,,,,,,E. coli,SINTEF-23
115,M6,SUCCINATE,L-malate,-0.01405969997153167,0.039194204555663005,0.008195250394038567,4.0,116.07216,7.842832995712613,succ,E. coli,SINTEF-23
116,M6,MALATE,L-malate,-15.958593028683637,24.785605342459505,0.00803358942105259,4.0,132.07156,23.941451885577877,mal__L,E. coli,SINTEF-23
117,M6,CIS-ACONITATE,L-malate,0.00037268975981924875,3.765734199058897e-10,,,,,,E. coli,SINTEF-23
118,M6,CITRATE,L-malate,0.0035006826251090103,inf,0.013153630711526532,6.0,189.09969999999998,8.433854926194723,cit,E. coli,SINTEF-23
119,M6,ISOCITRATE,L-malate,0.0002873171755659889,4.3508296557450154e-08,0.014925609707228116,6.0,189.09969999999998,8.433854926194723,icit,E. coli,SINTEF-23
120,M6,TRANS-ACONITATE,L-malate,1.2909712911764085e-05,1.0636729859249389e-11,0.014039620209493897,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
121,M7,PHENYLALANINE,L-malate,4.889734926009116e-06,inf,0.09130803511104846,9.0,165.18913999999998,0.1019016605049571,phe__L,E. coli,SINTEF-23
122,M7,LEUCINE,L-malate,7.058797434693795e-05,2.568455261638111e-11,0.21590942433142857,6.0,131.17291999999998,0.24780642327994398,leu__L,E. coli,SINTEF-23
123,M7,ISOLEUCINE,L-malate,0.00010180871402003071,2.456983341482187e-08,0.0884509497020125,6.0,131.17291999999998,0.15980021873988434,ile__L,E. coli,SINTEF-23
124,M7,METHIONINE,L-malate,2.7441839772136927e-05,2.0519721801872906e-10,0.2696903812129392,5.0,149.21134,0.08502613168973258,met__L,E. coli,SINTEF-23
125,M7,GAMMA-AMINOBUTYRATE,L-malate,0.0022386921218991683,6.047726800659999e-08,0.02476160482044465,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
126,M7,PROLINE,L-malate,-2.6079279134597515e-05,inf,0.026966921765958496,5.0,115.13046,0.12158730231248907,pro__L,E. coli,SINTEF-23
127,M7,PIPECOLIC ACID,L-malate,2.093816518141386e-05,1.069710615919257e-10,,,,,,E. coli,SINTEF-23
128,M7,BETA-ALANINE,L-malate,0.0005107974844827852,1.2268399456087701e-09,0.011974288601146466,3.0,89.09318,0.00031681837611469144,ala_B,E. coli,SINTEF-23
129,M7,CREATINE,L-malate,-4.546045813876541e-07,inf,,,,,,E. coli,SINTEF-23
130,M7,ALPHA-AMINOADIPATE,L-malate,3.4286529411733714e-05,inf,,,,,,E. coli,SINTEF-23
131,M7,GLUTAMATE,L-malate,0.002121360754773037,1.640801058890146e-05,0.015420317706582587,5.0,146.12132,5.5248273512987724,glu__L,E. coli,SINTEF-23
132,M7,ASPARAGINE,L-malate,0.00024046090084473836,6.747590903425056e-09,0.04636937680143616,4.0,132.11792,0.13258794037202076,asn__L,E. coli,SINTEF-23
133,M7,ASPARTATE,L-malate,0.005569927779188212,8.670988849707168e-05,0.009372566318077702,4.0,132.09474,2.5253323244455914,asp__L,E. coli,SINTEF-23
134,M7,PYRUVATE,L-malate,0.13606279489153317,0.0032589892565478874,0.0059807360155983424,3.0,87.05412,11.551737719780725,pyr,E. coli,SINTEF-23
135,M7,LACTATE,L-malate,-0.011638334115209493,inf,0.026627956375169237,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
136,M7,NAD,L-malate,6.932914936856806e-05,inf,0.3804887722404726,21.0,662.4171620000001,39.04569909886371,nad,E. coli,SINTEF-23
137,M7,GLUTARATE,L-malate,-0.0010086740971618395,1.9821464534723262e-07,,,,,,E. coli,SINTEF-23
138,M7,SUCCINATE,L-malate,0.2513802728155949,0.1651722249789891,0.008195250394038567,4.0,116.07216,7.842832995712613,succ,E. coli,SINTEF-23
139,M7,MALATE,L-malate,-19.248405505964417,0.03602624356021553,0.00803358942105259,4.0,132.07156,23.941451885577877,mal__L,E. coli,SINTEF-23
140,M7,CIS-ACONITATE,L-malate,0.00046428631334858916,3.6937195442457294e-09,,,,,,E. coli,SINTEF-23
141,M7,CITRATE,L-malate,0.00010428178861152898,inf,0.013153630711526532,6.0,189.09969999999998,8.433854926194723,cit,E. coli,SINTEF-23
142,M7,ISOCITRATE,L-malate,0.00014715585862307774,inf,0.014925609707228116,6.0,189.09969999999998,8.433854926194723,icit,E. coli,SINTEF-23
143,M7,TRANS-ACONITATE,L-malate,1.321275498528574e-05,1.6687601709740598e-12,0.014039620209493897,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
144,M9,PHENYLALANINE,L-alanine,5.819647226824972e-06,5.011446327636787e-13,0.1358341521726647,9.0,165.18913999999998,0.055618807600217146,phe__L,E. coli,SINTEF-23
145,M9,LEUCINE,L-alanine,0.0004431019475235015,7.256882419525785e-08,0.16390587640736642,6.0,131.17291999999998,0.13525488898029,leu__L,E. coli,SINTEF-23
146,M9,ISOLEUCINE,L-alanine,0.0008345480676046308,1.0441272617225649e-08,0.09076044401237215,6.0,131.17291999999998,0.08722034142057855,ile__L,E. coli,SINTEF-23
147,M9,METHIONINE,L-alanine,1.1725140000878937e-05,4.4382586615643426e-11,0.2250554670377325,5.0,149.21134,0.04640799802483991,met__L,E. coli,SINTEF-23
148,M9,GAMMA-AMINOBUTYRATE,L-alanine,0.007653293340696602,3.966387073124304e-08,0.040010810694213195,4.0,103.11976,0.0,4abut,E. coli,SINTEF-23
149,M9,PROLINE,L-alanine,0.00039801638438777086,6.403168247534911e-09,0.053194441939763415,5.0,115.13046,0.06636340115006073,pro__L,E. coli,SINTEF-23
150,M9,VALINE,L-alanine,0.0023146948411087976,5.841489116272027e-06,0.07036186186512583,5.0,117.14634,6.992750526700356,val__L,E. coli,SINTEF-23
151,M9,PIPECOLIC ACID,L-alanine,1.9715983170072018e-05,2.2852133347646393e-12,,,,,,E. coli,SINTEF-23
152,M9,ALPHA-AMINOBUTYRATE,L-alanine,0.1719571259683955,0.0014788770039252147,,,,,,E. coli,SINTEF-23
153,M9,BETA-ALANINE,L-alanine,0.00043693818085084997,4.50333646017611e-10,0.022049393099576875,3.0,89.09318,0.0001729222096871763,ala_B,E. coli,SINTEF-23
154,M9,ALANINE,L-alanine,-19.350783975073533,0.1321300952225761,0.00413523538745908,3.0,89.09318,7.1678225557341735,ala__L,E. coli,SINTEF-23
155,M9,CREATINE,L-alanine,1.5923774928204108e-06,3.357876140988319e-13,,,,,,E. coli,SINTEF-23
156,M9,ALPHA-AMINOADIPATE,L-alanine,8.512594715424331e-05,inf,,,,,,E. coli,SINTEF-23
157,M9,GLYCINE,L-alanine,0.048459505821553055,0.00015988423228886021,0.03378164644644022,2.0,75.0666,0.4994233585505975,gly,E. coli,SINTEF-23
158,M9,GLUTAMINE,L-alanine,1.9700666591905363e-05,inf,0.04106469176169969,5.0,146.1445,0.5435686574531836,gln__L,E. coli,SINTEF-23
159,M9,GLUTAMATE,L-alanine,0.0016505540175051343,7.21144893799941e-07,0.03539879210331942,5.0,146.12132,7.330276967492021,glu__L,E. coli,SINTEF-23
160,M9,SERINE,L-alanine,0.0005142642836483128,1.1033225373274489e-08,0.05029502819751119,3.0,105.09258,0.18093547291819845,ser__L,E. coli,SINTEF-23
161,M9,ASPARAGINE,L-alanine,0.006835407572571941,1.601635334243548e-05,0.04425092782859297,4.0,132.11792,0.07236764454198226,asn__L,E. coli,SINTEF-23
162,M9,ASPARTATE,L-alanine,0.00019242107520597566,inf,0.021211452738079117,4.0,132.09474,5.994695168850441,asp__L,E. coli,SINTEF-23
163,M9,LYSINE,L-alanine,0.0015599277399492863,1.7324788368258112e-05,0.06807562405145018,6.0,147.1955,0.10302110833075927,lys__L,E. coli,SINTEF-23
164,M9,PYRUVATE,L-alanine,0.0015494455896480804,1.6446384854409065e-06,0.022429515626926078,3.0,87.05412,7.056289231546687,pyr,E. coli,SINTEF-23
165,M9,LACTATE,L-alanine,0.0010843119790896751,inf,0.04507788883142405,3.0,89.07,0.0,lac__L,E. coli,SINTEF-23
166,M9,NAD,L-alanine,6.142219942677481e-05,2.158781074445229e-10,0.3806618281386398,21.0,662.4171620000001,16.81179633713911,nad,E. coli,SINTEF-23
167,M9,SUCCINATE,L-alanine,0.003588355111544148,2.3114744676752464e-07,0.037844168890199814,4.0,116.07216,3.14887093335979,succ,E. coli,SINTEF-23
168,M9,MALATE,L-alanine,0.005565694568678791,3.020050603088982e-06,0.0352776647118469,4.0,132.07156,9.466150983321116,mal__L,E. coli,SINTEF-23
169,M9,CIS-ACONITATE,L-alanine,0.000775348159883001,3.433989527536405e-08,,,,,,E. coli,SINTEF-23
170,M9,CITRATE,L-alanine,0.006537865131872577,inf,0.05137648442701259,6.0,189.09969999999998,3.4714558144706746,cit,E. coli,SINTEF-23
171,M9,ISOCITRATE,L-alanine,0.00036586248156853185,2.2953700544013884e-08,0.052368772136585084,6.0,189.09969999999998,3.4714558144706746,icit,E. coli,SINTEF-23
172,M9,TRANS-ACONITATE,L-alanine,1.8933396294907924e-05,1.0391076607270476e-10,0.05187262828186823,6.0,171.08442,0.0,acon_T,E. coli,SINTEF-23
173,M10,PHENYLALANINE,L-alanine,1.747950109015824e-05,7.502665585185367e-11,0.1358341521726647,9.0,165.18913999999998,0.055618807600217146,phe__L,E. coli,SINTEF-23
174,M10,LEUCINE,L-alanine,0.0003422967712296231,1.338109429425956e-07,0.16390587640736642,6.0,131.17291999999998,0.13525488898029,leu__L,E. coli,SINTEF-23
175,M10,ISOLEUCINE,L-alanine,0.0005133419691746751,1.5218862388536065e-08,0.09076044401237215,6.0,131.17291999999998,0.08722034142057855,ile__L,E. coli,SINTEF-23
176,M10,METHIONINE,L-alanine,1.0813125848293964e-05,1.3452926850572671e-10,0.2250554670377325,5.0,149.21134,0.04640799802483991,met__L,E. coli,SINTEF-23
