,M,Metabolite,Carbon source,Rate [mmol/gDW/h],Std.Err [mmol/gDW/h],Metabolite value [gDW/mmol],N carbons,Mol weight [g/mol],Turnover [mmol/gDW/h],BiGG ID,MV min,MV max,Species,Dataset
33,M2,CREATINE,Galactose,1.4840033656405862e-06,3.9183080557778515e-07,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
34,M2,ALPHA-AMINOADIPATE,Galactose,9.285030879429485e-06,inf,,,,,,,,E. coli,SINTEF-23
35,M2,GLUTAMATE,Galactose,0.0008526467211518818,0.00028981210740856774,0.07552428543028955,5.0,146.12132,3.645866673238795,glu__L,0.06341352220510243,0.0755242854305116,E. coli,SINTEF-23
36,M2,ASPARAGINE,Galactose,3.138503782778961e-05,inf,0.05694509877061105,4.0,132.11792,0.08702250220427409,asn__L,0.055325962772095894,0.05694509877078313,E. coli,SINTEF-23
37,M2,ASPARTATE,Galactose,9.564023592770225e-05,1.9657073697504925e-05,0.05276570332182762,4.0,132.09474,1.0569121247470865,asp__L,0.04467993454979613,0.05276570332204966,E. coli,SINTEF-23
38,M2,PYRUVATE,Galactose,0.0027316919000449883,inf,0.03930615959937822,3.0,87.05412,4.510085587757998,pyr,0.03163900792096386,0.03930615959951145,E. coli,SINTEF-23
39,M2,LACTATE,Galactose,,,0.05171280624443053,3.0,89.07,0.0,lac__L,0.04741926134887442,0.051712806244652576,E. coli,SINTEF-23
40,M2,HEXOSES including Glucose and Fructose,Galactose,-7.998748566662081,1.0264502250154999,0.10344609426621854,6.0,180.15588,0.0,fru,0.0848024318502949,0.10344609426643503,E. coli,SINTEF-23
41,M2,NAD,Galactose,1.5130334578752855e-05,inf,0.37444224470043475,21.0,662.4171620000001,14.24207411606231,nad,0.3735574920408713,0.37444224470072895,E. coli,SINTEF-23
42,M2,SUCCINATE,Galactose,0.009698679893093554,inf,0.05586551645303528,4.0,116.07216,1.6853035059079797,succ,0.046600823689046944,0.05586551645330173,E. coli,SINTEF-23
43,M2,MALATE,Galactose,0.001709109058955602,0.00037901560090734565,0.05172761861098052,4.0,132.07156,2.0617773159874893,mal__L,0.04319928680694418,0.05172761861118591,E. coli,SINTEF-23
44,M2,CIS-ACONITATE,Galactose,0.00012053815299978307,2.064427634139551e-06,0.07655746928930118,6.0,171.08442,2.073213651460004,acon_C,0.06403859821727531,0.0765574692896509,E. coli,SINTEF-23
45,M2,ISOCITRATE,Galactose,6.453172676064346e-05,inf,0.07655846742414818,6.0,189.09969999999998,2.073213651460004,icit,0.06421284871805932,0.07655846742437022,E. coli,SINTEF-23
46,M2,TRANS-ACONITATE,Galactose,5.333708396977559e-06,8.972950927801171e-07,0.07655746928936225,6.0,171.08442,0.0,acon_T,0.06403859821738633,0.07655746928948437,E. coli,SINTEF-23
47,M3,PHENYLALANINE,Galactose,1.876260948454432e-05,1.195798026985265e-05,0.17692291248381786,9.0,165.18913999999998,0.06688193097373976,phe__L,0.15026537898822356,0.17692291248403436,E. coli,SINTEF-23
48,M3,LEUCINE,Galactose,0.00011510686077082294,inf,0.11814517783536593,6.0,131.17291999999998,0.16264476961935578,leu__L,0.11814517783536593,0.13449326312925947,E. coli,SINTEF-23
49,M3,ISOLEUCINE,Galactose,-1.9424173008247427e-05,inf,0.13145914563614247,6.0,131.17291999999998,0.10488295427560326,ile__L,0.12212010949894658,0.13145914563640893,E. coli,SINTEF-23
50,M3,METHIONINE,Galactose,1.0073867786488653e-05,inf,0.15605169563076005,5.0,149.21134,0.05580588032086259,met__L,0.15605169563076005,0.1821817700351558,E. coli,SINTEF-23
51,M3,GAMMA-AMINOBUTYRATE,Galactose,0.00011784870161500641,inf,0.0745000697828957,4.0,103.11976,0.0,4abut,0.06435408182378088,0.07450006978323986,E. coli,SINTEF-23
52,M3,PROLINE,Galactose,1.0575478841330041e-05,inf,0.09518975987952705,5.0,115.13046,0.07980236553801334,pro__L,0.08139683604685422,0.09518975987973799,E. coli,SINTEF-23
53,M3,TYROSINE,Galactose,8.901691877122514e-07,inf,0.169684569506523,9.0,181.18854,0.049861902810363325,tyr__L,0.14483262021904864,0.1696845695068283,E. coli,SINTEF-23
54,M3,VALINE,Galactose,8.062516947423461e-06,inf,0.09421205729267523,5.0,117.14634,0.15276437359841127,val__L,0.0904574654935264,0.09421205729275295,E. coli,SINTEF-23
55,M3,PIPECOLIC ACID,Galactose,4.955681948750655e-06,2.473959655073567e-07,,,,,,,,E. coli,SINTEF-23
56,M3,BETA-ALANINE,Galactose,3.316007491772437e-05,inf,0.051733895040245725,3.0,89.09318,0.0002079399359882217,ala_B,0.04429500154213284,0.05173389504051218,E. coli,SINTEF-23
57,M3,ALANINE,Galactose,-0.0006857539612929944,inf,0.047586064920185356,3.0,89.09318,0.36328947952007506,ala__L,0.039159526095977615,0.04758606492054618,E. coli,SINTEF-23
58,M3,CREATINE,Galactose,5.297186146912878e-08,4.90296075691996e-07,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
59,M3,ALPHA-AMINOADIPATE,Galactose,1.325374470532785e-05,inf,,,,,,,,E. coli,SINTEF-23
60,M3,GLUTAMINE,Galactose,1.6705104541203595e-05,inf,0.07966872898031441,5.0,146.1445,0.6536443874990929,gln__L,0.06795778339339087,0.07966872898065858,E. coli,SINTEF-23
61,M3,GLUTAMATE,Galactose,0.005496211887256467,inf,0.07552428543028955,5.0,146.12132,3.645866673238795,glu__L,0.06341352220510243,0.0755242854305116,E. coli,SINTEF-23
62,M3,ASPARAGINE,Galactose,-0.00031676633923231933,inf,0.05694509877061105,4.0,132.11792,0.08702250220427409,asn__L,0.055325962772095894,0.05694509877078313,E. coli,SINTEF-23
63,M3,ASPARTATE,Galactose,0.00016935102642823407,1.2396762540395506e-05,0.05276570332182762,4.0,132.09474,1.0569121247470865,asp__L,0.04467993454979613,0.05276570332204966,E. coli,SINTEF-23
64,M3,LYSINE,Galactose,0.0001638372137052774,inf,0.12314860260680405,6.0,147.1955,0.12388346592653501,lys__L,0.10925097896291036,0.12314860260719263,E. coli,SINTEF-23
65,M3,LACTATE,Galactose,-0.0005920570587942025,0.0005554986973290968,0.05171280624443053,3.0,89.07,0.0,lac__L,0.04741926134887442,0.051712806244652576,E. coli,SINTEF-23
66,M3,HEXOSES including Glucose and Fructose,Galactose,-5.908608873647218,1.0903950081012452,0.10344609426621854,6.0,180.15588,0.0,fru,0.0848024318502949,0.10344609426643503,E. coli,SINTEF-23
67,M3,NAD,Galactose,-1.2960669960446934e-07,inf,0.37444224470043475,21.0,662.4171620000001,14.24207411606231,nad,0.3735574920408713,0.37444224470072895,E. coli,SINTEF-23
68,M3,SUCCINATE,Galactose,0.04670561806065026,inf,0.05586551645303528,4.0,116.07216,1.6853035059079797,succ,0.046600823689046944,0.05586551645330173,E. coli,SINTEF-23
69,M3,MALATE,Galactose,-0.0009376163203328494,0.0017662172249223995,0.05172761861098052,4.0,132.07156,2.0617773159874893,mal__L,0.04319928680694418,0.05172761861118591,E. coli,SINTEF-23
70,M3,CIS-ACONITATE,Galactose,8.9566945919439e-05,1.1315734390241891e-05,0.07655746928930118,6.0,171.08442,2.073213651460004,acon_C,0.06403859821727531,0.0765574692896509,E. coli,SINTEF-23
71,M3,ISOCITRATE,Galactose,2.2234640204471654e-05,inf,0.07655846742414818,6.0,189.09969999999998,2.073213651460004,icit,0.06421284871805932,0.07655846742437022,E. coli,SINTEF-23
72,M3,TRANS-ACONITATE,Galactose,4.145615851519875e-06,4.559460833663719e-07,0.07655746928936225,6.0,171.08442,0.0,acon_T,0.06403859821738633,0.07655746928948437,E. coli,SINTEF-23
73,M5,ISOLEUCINE,L-malate,,,0.08845094970256762,6.0,131.17291999999998,0.15980021873988595,ile__L,0.08845094970256762,0.09501538627988415,E. coli,SINTEF-23
74,M5,METHIONINE,L-malate,5.0335316941599754e-05,inf,0.2696903812134943,5.0,149.21134,0.08502613168973329,met__L,0.2200370877553537,0.26969038121367195,E. coli,SINTEF-23
75,M5,GAMMA-AMINOBUTYRATE,L-malate,0.001168384362453835,inf,0.02476160482099976,4.0,103.11976,0.0,4abut,0.02476160482099976,0.03880563755357391,E. coli,SINTEF-23
76,M5,PROLINE,L-malate,-1.807933362545196e-05,1.2488622036804714e-05,0.026966921766513607,5.0,115.13046,0.12158730231249029,pro__L,0.02696692176612503,0.04642295271672925,E. coli,SINTEF-23
77,M5,TYROSINE,L-malate,6.868467660390813e-06,inf,0.0911533465665415,9.0,181.18854,0.07596985640722376,tyr__L,0.0911533465665415,0.11543716165918205,E. coli,SINTEF-23
78,M5,PIPECOLIC ACID,L-malate,1.2302451673184252e-05,inf,,,,,,,,E. coli,SINTEF-23
79,M5,BETA-ALANINE,L-malate,0.00013146747057611312,1.4202819729431788e-05,0.011974288601701577,3.0,89.09318,0.0003168183761141363,ala_B,0.011974288601490635,0.0225346660280068,E. coli,SINTEF-23
80,M5,ALANINE,L-malate,-0.0024966130317279176,inf,0.010561305401035614,3.0,89.09318,0.556372670754105,ala__L,0.010561305400946797,0.021657256501261823,E. coli,SINTEF-23
81,M5,CREATINE,L-malate,7.567969439142998e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
82,M5,ALPHA-AMINOADIPATE,L-malate,3.8280642398349684e-05,inf,,,,,,,,E. coli,SINTEF-23
83,M5,GLUTAMINE,L-malate,0.00016978509468232992,inf,0.021392244533413596,5.0,146.1445,0.9958960140079768,gln__L,0.021392244533258165,0.03931668134559141,E. coli,SINTEF-23
84,M5,GLUTAMATE,L-malate,0.005263660879907861,0.0035533811089210722,0.015420317707137698,5.0,146.12132,5.524827351298782,glu__L,0.015420317706926756,0.03352570692000123,E. coli,SINTEF-23
85,M5,ASPARAGINE,L-malate,0.0003959993108333265,1.207750726245673e-05,0.04636937680090325,4.0,132.11792,0.13258794037202212,asn__L,0.04636937680090325,0.046496014725561086,E. coli,SINTEF-23
86,M5,ASPARTATE,L-malate,0.005199377794291454,0.004540495519096101,0.009372566318632813,4.0,132.09474,2.52533232444559,asp__L,0.009372566318632813,0.02143975216426508,E. coli,SINTEF-23
87,M5,LYSINE,L-malate,5.540233989324562e-05,inf,0.05667496704098163,6.0,147.1955,0.1887494978573499,lys__L,0.056674967040815094,0.07320106181449848,E. coli,SINTEF-23
88,M5,PYRUVATE,L-malate,0.04756856114620785,inf,0.005980736016153454,3.0,87.05412,11.551737719782546,pyr,0.005980736016086841,0.016730262817976627,E. coli,SINTEF-23
89,M5,LACTATE,L-malate,-0.008698737755318684,inf,0.0266279563754801,3.0,89.07,0.0,lac__L,0.0266279563754801,0.03579930772755757,E. coli,SINTEF-23
90,M5,NAD,L-malate,3.438302949493883e-07,inf,0.3804887722412609,21.0,662.4171620000001,39.04569909888093,nad,0.37684690752801675,0.3804887722414385,E. coli,SINTEF-23
91,M5,SUCCINATE,L-malate,-0.46418231750310773,0.28299727456314605,0.008195250394593678,4.0,116.07216,7.842832995714386,succ,0.008195250394438247,0.022791315210080043,E. coli,SINTEF-23
92,M5,MALATE,L-malate,-18.66995512919513,1.33046267760167,0.009209349009375867,4.0,132.07156,23.94145188558148,mal__L,0.009209349009220436,0.020608297773327955,E. coli,SINTEF-23
93,M5,CIS-ACONITATE,L-malate,0.0005059398325210596,9.341685312941974e-05,0.014039620210293258,6.0,171.08442,8.433854926196501,acon_C,0.014039620210126724,0.03318900361278798,E. coli,SINTEF-23
94,M5,CITRATE,L-malate,0.0169680950289414,inf,0.013153630712081643,6.0,189.09969999999998,8.433854926196501,cit,0.013153630712081643,0.032638837393494935,E. coli,SINTEF-23
95,M5,ISOCITRATE,L-malate,0.0012180902075337831,inf,0.014925609707783227,6.0,189.09969999999998,8.433854926196501,icit,0.014925609707416854,0.033739169832913696,E. coli,SINTEF-23
96,M5,TRANS-ACONITATE,L-malate,6.600418284420572e-07,inf,0.014039620210049009,6.0,171.08442,0.0,acon_T,0.014039620209571613,0.03318900361304333,E. coli,SINTEF-23
97,M6,PHENYLALANINE,L-malate,,,0.09130803511160357,9.0,165.18913999999998,0.10190166050495812,phe__L,0.09130803511144814,0.1176158494799795,E. coli,SINTEF-23
98,M6,LEUCINE,L-malate,7.221432413508223e-05,inf,0.21590942433198368,6.0,131.17291999999998,0.24780642327994648,leu__L,0.17207968244100647,0.21590942433216131,E. coli,SINTEF-23
99,M6,ISOLEUCINE,L-malate,4.476141067214557e-05,inf,0.08845094970256762,6.0,131.17291999999998,0.15980021873988595,ile__L,0.08845094970256762,0.09501538627988415,E. coli,SINTEF-23
100,M6,METHIONINE,L-malate,2.9669565812163154e-05,1.1663880620585834e-06,0.2696903812134943,5.0,149.21134,0.08502613168973329,met__L,0.2200370877553537,0.26969038121367195,E. coli,SINTEF-23
101,M6,GAMMA-AMINOBUTYRATE,L-malate,-4.140227185514265e-07,inf,0.02476160482099976,4.0,103.11976,0.0,4abut,0.02476160482099976,0.03880563755357391,E. coli,SINTEF-23
102,M6,PROLINE,L-malate,-2.195264990551814e-05,inf,0.026966921766513607,5.0,115.13046,0.12158730231249029,pro__L,0.02696692176612503,0.04642295271672925,E. coli,SINTEF-23
103,M6,PIPECOLIC ACID,L-malate,1.5083042870664027e-06,inf,,,,,,,,E. coli,SINTEF-23
104,M6,BETA-ALANINE,L-malate,0.00010157100659164843,1.106769927666098e-05,0.011974288601701577,3.0,89.09318,0.0003168183761141363,ala_B,0.011974288601490635,0.0225346660280068,E. coli,SINTEF-23
105,M6,CREATINE,L-malate,-2.5485914326695546e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
106,M6,ALPHA-AMINOADIPATE,L-malate,6.0885824060188946e-05,inf,,,,,,,,E. coli,SINTEF-23
107,M6,GLUTAMATE,L-malate,0.004152712751493519,0.001327449985708223,0.015420317707137698,5.0,146.12132,5.524827351298782,glu__L,0.015420317706926756,0.03352570692000123,E. coli,SINTEF-23
108,M6,ASPARAGINE,L-malate,0.00021080870227076776,0.00010575787682206039,0.04636937680090325,4.0,132.11792,0.13258794037202212,asn__L,0.04636937680090325,0.046496014725561086,E. coli,SINTEF-23
109,M6,ASPARTATE,L-malate,0.005384987611536137,0.006210366393525982,0.009372566318632813,4.0,132.09474,2.52533232444559,asp__L,0.009372566318632813,0.02143975216426508,E. coli,SINTEF-23
110,M6,PYRUVATE,L-malate,0.28071339237594006,inf,0.005980736016153454,3.0,87.05412,11.551737719782546,pyr,0.005980736016086841,0.016730262817976627,E. coli,SINTEF-23
111,M6,LACTATE,L-malate,,,0.0266279563754801,3.0,89.07,0.0,lac__L,0.0266279563754801,0.03579930772755757,E. coli,SINTEF-23
112,M6,NAD,L-malate,-3.642493957034573e-05,inf,0.3804887722412609,21.0,662.4171620000001,39.04569909888093,nad,0.37684690752801675,0.3804887722414385,E. coli,SINTEF-23
113,M6,SUCCINATE,L-malate,,,0.008195250394593678,4.0,116.07216,7.842832995714386,succ,0.008195250394438247,0.022791315210080043,E. coli,SINTEF-23
114,M6,MALATE,L-malate,-14.348103099367647,2.3044043912522234,0.009209349009375867,4.0,132.07156,23.94145188558148,mal__L,0.009209349009220436,0.020608297773327955,E. coli,SINTEF-23
115,M6,CIS-ACONITATE,L-malate,0.00038072754659017127,3.311646071525446e-05,0.014039620210293258,6.0,171.08442,8.433854926196501,acon_C,0.014039620210126724,0.03318900361278798,E. coli,SINTEF-23
116,M6,CITRATE,L-malate,0.0035006826252152834,inf,0.013153630712081643,6.0,189.09969999999998,8.433854926196501,cit,0.013153630712081643,0.032638837393494935,E. coli,SINTEF-23
117,M6,ISOCITRATE,L-malate,0.0008585405902567478,inf,0.014925609707783227,6.0,189.09969999999998,8.433854926196501,icit,0.014925609707416854,0.033739169832913696,E. coli,SINTEF-23
118,M6,TRANS-ACONITATE,L-malate,2.1841204978992686e-05,inf,0.014039620210049009,6.0,171.08442,0.0,acon_T,0.014039620209571613,0.03318900361304333,E. coli,SINTEF-23
119,M7,PHENYLALANINE,L-malate,,,0.09130803511160357,9.0,165.18913999999998,0.10190166050495812,phe__L,0.09130803511144814,0.1176158494799795,E. coli,SINTEF-23
120,M7,LEUCINE,L-malate,5.368934579134557e-05,inf,0.21590942433198368,6.0,131.17291999999998,0.24780642327994648,leu__L,0.17207968244100647,0.21590942433216131,E. coli,SINTEF-23
121,M7,ISOLEUCINE,L-malate,,,0.08845094970256762,6.0,131.17291999999998,0.15980021873988595,ile__L,0.08845094970256762,0.09501538627988415,E. coli,SINTEF-23
122,M7,METHIONINE,L-malate,1.2785878349094655e-05,inf,0.2696903812134943,5.0,149.21134,0.08502613168973329,met__L,0.2200370877553537,0.26969038121367195,E. coli,SINTEF-23
123,M7,GAMMA-AMINOBUTYRATE,L-malate,0.001987083996213749,inf,0.02476160482099976,4.0,103.11976,0.0,4abut,0.02476160482099976,0.03880563755357391,E. coli,SINTEF-23
124,M7,PROLINE,L-malate,-2.607927913418704e-05,inf,0.026966921766513607,5.0,115.13046,0.12158730231249029,pro__L,0.02696692176612503,0.04642295271672925,E. coli,SINTEF-23
125,M7,PIPECOLIC ACID,L-malate,5.5424620833793605e-05,inf,,,,,,,,E. coli,SINTEF-23
126,M7,BETA-ALANINE,L-malate,0.0005466337315706127,inf,0.011974288601701577,3.0,89.09318,0.0003168183761141363,ala_B,0.011974288601490635,0.0225346660280068,E. coli,SINTEF-23
127,M7,CREATINE,L-malate,-4.546045813804989e-07,inf,,7.0,161.19889999999998,0.0,crn,,,E. coli,SINTEF-23
128,M7,ALPHA-AMINOADIPATE,L-malate,3.4286529411194066e-05,inf,,,,,,,,E. coli,SINTEF-23
129,M7,GLUTAMATE,L-malate,,,0.015420317707137698,5.0,146.12132,5.524827351298782,glu__L,0.015420317706926756,0.03352570692000123,E. coli,SINTEF-23
130,M7,ASPARAGINE,L-malate,0.00024046090072871764,8.214372124767042e-05,0.04636937680090325,4.0,132.11792,0.13258794037202212,asn__L,0.04636937680090325,0.046496014725561086,E. coli,SINTEF-23
131,M7,ASPARTATE,L-malate,,,0.009372566318632813,4.0,132.09474,2.52533232444559,asp__L,0.009372566318632813,0.02143975216426508,E. coli,SINTEF-23
132,M7,PYRUVATE,L-malate,0.07765510542278982,inf,0.005980736016153454,3.0,87.05412,11.551737719782546,pyr,0.005980736016086841,0.016730262817976627,E. coli,SINTEF-23
133,M7,LACTATE,L-malate,-0.011638334115026312,inf,0.0266279563754801,3.0,89.07,0.0,lac__L,0.0266279563754801,0.03579930772755757,E. coli,SINTEF-23
134,M7,NAD,L-malate,6.932914936658831e-05,inf,0.3804887722412609,21.0,662.4171620000001,39.04569909888093,nad,0.37684690752801675,0.3804887722414385,E. coli,SINTEF-23
135,M7,SUCCINATE,L-malate,,,0.008195250394593678,4.0,116.07216,7.842832995714386,succ,0.008195250394438247,0.022791315210080043,E. coli,SINTEF-23
136,M7,MALATE,L-malate,-19.406590173926638,0.12870085969947628,0.009209349009375867,4.0,132.07156,23.94145188558148,mal__L,0.009209349009220436,0.020608297773327955,E. coli,SINTEF-23
137,M7,CIS-ACONITATE,L-malate,0.0005312097236312862,6.873700730644081e-05,0.014039620210293258,6.0,171.08442,8.433854926196501,acon_C,0.014039620210126724,0.03318900361278798,E. coli,SINTEF-23
138,M7,CITRATE,L-malate,0.00010428178860988762,inf,0.013153630712081643,6.0,189.09969999999998,8.433854926196501,cit,0.013153630712081643,0.032638837393494935,E. coli,SINTEF-23
139,M7,ISOCITRATE,L-malate,0.00014715585862076154,inf,0.014925609707783227,6.0,189.09969999999998,8.433854926196501,icit,0.014925609707416854,0.033739169832913696,E. coli,SINTEF-23
140,M7,TRANS-ACONITATE,L-malate,1.444920008046883e-05,1.7810197823287726e-06,0.014039620210049009,6.0,171.08442,0.0,acon_T,0.014039620209571613,0.03318900361304333,E. coli,SINTEF-23
141,M9,PHENYLALANINE,L-alanine,5.8196472337569e-06,7.079157123852594e-07,0.1358341521728479,9.0,165.18913999999998,0.05561880760021753,phe__L,0.13583415217283124,0.1358341521728479,E. coli,SINTEF-23
142,M9,LEUCINE,L-alanine,0.00010947460562761029,3.457698580920679e-05,0.16390587640773835,6.0,131.17291999999998,0.13525488898029095,leu__L,0.16390587640760512,0.16390587640773835,E. coli,SINTEF-23
143,M9,ISOLEUCINE,L-alanine,0.0007341903741088777,inf,0.09076044401257755,6.0,131.17291999999998,0.08722034142057915,ile__L,0.09076044401253869,0.09076044401257755,E. coli,SINTEF-23
144,M9,METHIONINE,L-alanine,1.1725140019988843e-05,6.6620258185482795e-06,0.22505546703792123,5.0,149.21134,0.04640799802484022,met__L,0.22505546703788237,0.22505546703792123,E. coli,SINTEF-23
145,M9,GAMMA-AMINOBUTYRATE,L-alanine,0.0074576921296847605,inf,0.040010810694418586,4.0,103.11976,0.0,4abut,0.040010810694418586,0.04001081069450185,E. coli,SINTEF-23
146,M9,PROLINE,L-alanine,0.0003194256370714299,inf,0.053194441939968806,5.0,115.13046,0.06636340115006117,pro__L,0.053194441939968806,0.053194441940107584,E. coli,SINTEF-23
147,M9,VALINE,L-alanine,,,0.07036186186533122,5.0,117.14634,6.992750526702172,val__L,0.070361861865198,0.07036186186533122,E. coli,SINTEF-23
148,M9,PIPECOLIC ACID,L-alanine,1.8187093897110817e-05,1.6494325320695595e-06,,,,,,,,E. coli,SINTEF-23
149,M9,ALPHA-AMINOBUTYRATE,L-alanine,0.1719571267155198,0.03845616955457195,,,,,,,,E. coli,SINTEF-23
